,Price,SurfaceArea,ApartmentType,YearBuilt,ApartmentSetting,FloorNumber,TotalFloorsInBuilding,YearRenovated,BalconyTerraceAtrium,Furniture,ParkingSpots,EnergyClass,Region,District,Neighborhood
627,248000,48,2-sobno,1908,,,2,2022,,,brez pripadajočega parkirišča,,Osrednjeslovenska, Ljubljana Šiška, Šiška
628,190000,36,2-sobno,1908,,,2,2022,,,brez pripadajočega parkirišča,,Osrednjeslovenska, Ljubljana Šiška, Šiška
629,209000,68,4-sobno,1961,,,0,2019,,Popolnoma opremljeno,brez pripadajočega parkirišča,,Savinjska, Celje, Celje
630,180000,35,2-sobno,1979,V večstanovanjski stavbi,Pritličje,4,2013,,Popolnoma opremljeno,,,Osrednjeslovenska, Ljubljana Center, Center
631,135000,101,3-sobno,1975,,,0,0,,,,F (150 - 210 kWh/m2a),Podravska, Maribor, Tezno
632,166866,96,6 in večsobno,2023,,,0,0,,,,,Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru
633,279000,73,2-sobno,1975,V večstanovanjski stavbi,4.,4,2002,,Popolnoma opremljeno,,,Osrednjeslovenska, Ljubljana Šiška, Podutik
634,202990,50,,1968,,,0,0,,,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Šiška
635,249000,53,"2,5-sobno",1902,,2.,0,2016,,,,,Osrednjeslovenska, Ljubljana Center, Center
636,33000,32,Garsonjera,1964,V večstanovanjski stavbi,Pritličje,1,1992,,Popolnoma opremljeno,1,F (150 - 210 kWh/m2a),Pomurska, Razkrižje, Šafarsko
637,450000,107,,2005,,,0,0,,,,,Obalno-kraška, Izola, Izola
638,220000,57,2-sobno,1970,,4.,4,2014,,,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most
639,199000,159,4-sobno,1973,V večstanovanjski stavbi,,1,0,,,,EI v izdelavi,Savinjska, Slovenske Konjice, Slovenske Konjice
640,220000,54,2-sobno,1970,,4.,4,2014,Balkon,Popolnoma opremljeno,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most
641,215000,75,3-sobno,2003,V večstanovanjski stavbi,Pritličje,3,0,Atrij,,2,,Podravska, Maribor, Radvanje
642,348000,70,3-sobno,1981,V večstanovanjski stavbi,3.,4,2010,Balkon,Popolnoma opremljeno,1,,Osrednjeslovenska, Ljubljana Šiška, Dravlje
643,113900,71,3-sobno,1985,V večstanovanjski stavbi,3.,0,0,Balkon,,,,Podravska, Poljčane, Poljčane
645,348000,70,3-sobno,1981,V večstanovanjski stavbi,3.,4,2004,Balkon,Popolnoma opremljeno,,,Osrednjeslovenska, Ljubljana Šiška, Draveljska gmajna
646,189000,0,3-sobno,1970,,,0,0,,,,D (60 - 105 kWh/m2a),Podravska, Maribor, Tezno
647,260000,68,2-sobno,1889,V večstanovanjski stavbi,Visoko pritličje,6,2016,Terasa,,2,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Šiška
648,105000,48,2-sobno,1971,V večstanovanjski stavbi,1.,6,2011,,Delno opremljeno,,C (35 - 60 kWh/m2a),Savinjska, Žalec, Žalec
649,250000,104,"4,5-sobno",1927,V večstanovanjski stavbi,Visoko pritličje,3,2020,,,,E (105 - 150 kWh/m2a),Podravska, Maribor, Koroška vrata
650,208800,52,2-sobno,1979,V večstanovanjski stavbi,Pritličje,8,2007,"Terasa, Atrij",,,,Gorenjska, Kranj, Kranj
651,139000,0,2-sobno,1991,,,0,0,,,,EI ni potrebna (334. člen EZ-1),Osrednjeslovenska, Lukovica, Rafolče
652,200000,0,4-sobno,1982,,,0,0,,,,EI ni potrebna (334. člen EZ-1),Osrednjeslovenska, Kamnik, Kamnik
653,229000,0,2-sobno,1972,,,0,0,,,,B2 (25 - 35 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
654,175000,0,6 in večsobno,1996,,,0,0,,,,C (35 - 60 kWh/m2a),Podravska, Maribor, Tezno
655,229900,50,2-sobno,1941,,2.,2,2015,,,,E (105 - 150 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Savsko naselje
658,139000,0,3-sobno,1972,,,0,0,,,,,Savinjska, Celje, Celje
659,317000,74,2-sobno,1986,V večstanovanjski stavbi,,0,2003,,,,,Obalno-kraška, Piran, Lucija
660,145000,70,,1977,V večstanovanjski stavbi,1.,0,2016,,,brez pripadajočega parkirišča,,Podravska, Slovenska Bistrica, Slovenska Bistrica
661,278000,0,2-sobno,1972,,,0,0,,,,F (150 - 210 kWh/m2a),Obalno-kraška, Piran, Portorož
662,169000,157,,1939,V večstanovanjski stavbi,1.,0,0,,,,,Savinjska, Celje, Celje
663,84000,13,Garsonjera,1965,,5.,5,2021,,,,,Osrednjeslovenska, Ljubljana Center, Prule
664,279000,86,4-sobno,1968,,5.,0,0,,,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Šiška
665,279000,104,4-sobno,1936,,1.,3,2022,Balkon,,2,C (35 - 60 kWh/m2a),Osrednjeslovenska, Logatec, Logatec
666,479000,0,5-sobno,2009,,4.,4,0,,,,C (35 - 60 kWh/m2a),Podravska, Maribor, Ivan Cankar
667,195000,0,3-sobno,1965,,,8,0,,,,,Podravska, Maribor, Center
669,99000,55,3-sobno,1968,V večstanovanjski stavbi,1.,4,0,Balkon,Popolnoma opremljeno,,D (60 - 105 kWh/m2a),Pomurska, Radenci, Radenci
670,238000,61,2-sobno,2008,,1.,2,0,,,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Škofljica, Lavrica
671,87000,0,3-sobno,1974,,,6,0,,,,C (35 - 60 kWh/m2a),Savinjska, Celje, Celje
672,319000,0,3-sobno,1980,,,0,0,,,,G (210+ kWh/m2a),Obalno-kraška, Koper, Koper
674,250000,104,4-sobno,1926,V večstanovanjski stavbi,Pritličje,0,2019,,Delno opremljeno,,EI v izdelavi,Podravska, Maribor, Magdalena
675,279000,61,2-sobno,2009,V večstanovanjski stavbi,1.,3,0,Balkon,Popolnoma opremljeno,1,,Osrednjeslovenska, Ljubljana Šiška, Brod
676,410000,109,3-sobno,1939,,Visoko pritličje,0,2011,,,,,Osrednjeslovenska, Ljubljana Center, Center
677,348000,81,3-sobno,1981,,3.,4,2014,,,,,Osrednjeslovenska, Ljubljana Šiška, Koseze
678,65000,50,2-sobno,1885,V večstanovanjski stavbi,Mansarda,3,2007,,,,D (60 - 105 kWh/m2a),Savinjska, Celje, Lava
679,198000,48,,1984,V večstanovanjski stavbi,,0,0,,,brez pripadajočega parkirišča,,Gorenjska, Bled, Bled
680,437000,0,3-sobno,1930,,,0,0,,,,E (105 - 150 kWh/m2a),Osrednjeslovenska, Ljubljana Center, Stara Ljubljana
681,169680,62,2-sobno,0,V večstanovanjski stavbi,,3,0,,,brez pripadajočega parkirišča,,Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru
682,110000,81,3-sobno,1981,V večstanovanjski stavbi,4.,4,0,Balkon,Neopremljeno,,EI v izdelavi,Podravska, Ruše, Ruše
685,158500,73,3-sobno,1994,V večstanovanjski stavbi,,2,2019,,Popolnoma opremljeno,brez pripadajočega parkirišča,D (60 - 105 kWh/m2a),Savinjska, Šoštanj, Šoštanj
686,159120,47,3-sobno,2022,V večstanovanjski stavbi,,1,0,Atrij,,1,Ni možno izdati,Koroška, Slovenj Gradec, Slovenj Gradec
687,285000,73,"3,5-sobno",1973,V večstanovanjski stavbi,Visoko pritličje,4,2018,Balkon,Neopremljeno,,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Gunclje
688,205000,0,4-sobno,1900,,,0,0,,,,G (210+ kWh/m2a),Obalno-kraška, Izola, Izola
689,269000,64,3-sobno,1979,V večstanovanjski stavbi,1.,8,2021,Zaprt balkon,Popolnoma opremljeno,,,Gorenjska, Kranj, Kranj
690,198000,81,3-sobno,2003,V večstanovanjski stavbi,Pritličje,6,0,Zaprt balkon,Delno opremljeno,1,C (35 - 60 kWh/m2a),Podravska, Maribor, Magdalena
691,155000,41,"1,5-sobno",2004,,3.,3,0,,,,,Osrednjeslovenska, Dol pri Ljubljani, Videm
692,244500,0,3-sobno,2006,,,3,0,,,3,C (35 - 60 kWh/m2a),Savinjska, Celje, Celje
693,129990,86,3-sobno,1956,V večstanovanjski stavbi,2.,3,1993,Balkon,Potrebno obnove,,D (101 do 150 kWh/m2a) - HR,Podravska, Ptuj, Ptuj
694,290000,95,4-sobno,1936,V večstanovanjski stavbi,Pritličje,4,2021,Balkon,Popolnoma opremljeno,1,B1 (15 - 25 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
696,75000,0,2-sobno,1901,,,0,0,,,,,Savinjska, Rogaška Slatina, Rogaška Slatina
699,180000,154,4-sobno,2000,V večstanovanjski stavbi,5.,5,0,Balkon,Delno opremljeno,,D (60 - 105 kWh/m2a),Podravska, Maribor, Melje
700,79000,25,Garsonjera,1910,,1.,0,0,,,,E (105 - 150 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Šentvid
701,289000,56,2-sobno,1976,V večstanovanjski stavbi,,0,2018,,,brez pripadajočega parkirišča,,Obalno-kraška, Izola, Izola
702,250000,104,"4,5-sobno",1927,V večstanovanjski stavbi,Visoko pritličje,4,2020,,Delno opremljeno,1,,Podravska, Maribor, Center
703,216300,72,"3,5-sobno",2022,V večstanovanjski stavbi,,2,0,,,1,Ni možno izdati,Koroška, Slovenj Gradec, Slovenj Gradec
704,246650,74,"3,5-sobno",2022,V večstanovanjski stavbi,,1,0,"Atrij, Terasa",,1,Ni možno izdati,Koroška, Slovenj Gradec, Slovenj Gradec
705,295000,0,3-sobno,1980,,,0,0,,,,B2 (25 - 35 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
706,230000,137,3-sobno,0,V večstanovanjski stavbi,1.,0,2018,Balkon,,,EI ni potrebna (334. člen EZ-1),Podravska, Ptuj, Ptuj
707,85000,60,2-sobno,1856,,1.,2,2004,,,,D (60 - 105 kWh/m2a),Podravska, Sv. Trojica v Slovenskih goricah, Sv. Trojica v Slovenskih goricah
708,150000,54,2-sobno,0,,,0,0,,,,EI v izdelavi,Podravska, Maribor, Pobrežje
710,220000,54,"2,5-sobno",2000,,1.,3,0,,,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Moste Polje, Zalog
711,231000,71,3-sobno,1964,V večstanovanjski stavbi,2.,4,2022,Balkon,,,C (35 - 60 kWh/m2a),Gorenjska, Kranj, Kranj
715,150000,48,"1,5-sobno",2022,V večstanovanjski stavbi,,2,0,,,1,Ni možno izdati,Koroška, Slovenj Gradec, Slovenj Gradec
716,395000,91,,2006,V večstanovanjski stavbi,3.,4,0,,,,,Osrednjeslovenska, Ljubljana Šiška, Brod
717,135000,71,,1850,V večstanovanjski stavbi,1.,3,0,,Popolnoma opremljeno,brez pripadajočega parkirišča,,Savinjska, Celje, Celje
718,235000,58,3-sobno,1974,V večstanovanjski stavbi,,4,2022,Balkon,Popolnoma opremljeno,brez pripadajočega parkirišča,D (60 - 105 kWh/m2a),Osrednjeslovenska, Vrhnika, Vrhnika
719,270000,47,2-sobno,1978,,5.,7,2017,,,,,Osrednjeslovenska, Ljubljana Center, Center
720,285000,74,3-sobno,1965,,Visoko pritličje,0,0,,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
721,123000,48,,2006,V večstanovanjski stavbi,Pritličje,0,0,,,,,Jugovzhodna Slovenija, Novo mesto, Novo mesto
722,175000,0,3-sobno,1961,,,0,0,,,,D (60 - 105 kWh/m2a),Podravska, Maribor, Center
723,119950,57,2-sobno,1969,V večstanovanjski stavbi,Pritličje,5,2012,Balkon,,,D (60 - 105 kWh/m2a),Podravska, Maribor, Betnava
724,85000,309,6 in večsobno,1904,,,3,0,,,2,EI v izdelavi,Podravska, Rače, Fram
725,68000,80,3-sobno,1767,V hiši,,0,0,,,2,Ni možno izdati,Gorenjska, Žirovnica, Zabreznica
726,195000,45,1-sobno,1999,,Pritličje,0,0,,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Moste Polje, Moste
727,85000,52,2-sobno,1988,,2.,2,2017,Balkon,Delno opremljeno,1,E (105 - 150 kWh/m2a),Pomurska, Gornja Radgona, Črešnjevci
728,75000,0,1-sobno,1980,,4.,4,0,,,,,Podravska, Ptuj, Ptuj
729,189000,132,,1878,V večstanovanjski stavbi,1.,2,0,,,brez pripadajočega parkirišča,,Savinjska, Celje, Celje
730,265000,81,1-sobno,2000,V večstanovanjski stavbi,2.,6,0,,Popolnoma opremljeno,brez pripadajočega parkirišča,,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
731,297625,0,2-sobno,2023,,,0,0,,,2,B1 (15 - 25 kWh/m2a),Osrednjeslovenska, Grosuplje, Šmarje - Sap
732,258598,0,2-sobno,2023,,,0,0,,,2,B1 (15 - 25 kWh/m2a),Osrednjeslovenska, Grosuplje, Šmarje - Sap
733,349526,0,2-sobno,2023,,,0,0,,,2,B1 (15 - 25 kWh/m2a),Osrednjeslovenska, Grosuplje, Šmarje - Sap
734,325000,164,3-sobno,2022,V večstanovanjski stavbi,,2,0,"Balkon, Terasa",Popolnoma opremljeno,1,,Pomurska, Moravske Toplice, Moravske Toplice
735,169000,37,Garsonjera,1930,,,1,2022,,Delno opremljeno,,,Osrednjeslovenska, Ljubljana Bežigrad, Savsko naselje
736,195000,45,3-sobno,1700,V večstanovanjski stavbi,1.,3,2016,,,,,Obalno-kraška, Koper, Koper
737,275000,0,3-sobno,2003,,,2,0,,,1,B1 (15 - 25 kWh/m2a),Osrednjeslovenska, Dol pri Ljubljani, Dol pri Ljubljani
738,265000,0,3-sobno,1963,,,0,0,,,,F (150 - 210 kWh/m2a),Osrednjeslovenska, Ljubljana Moste Polje, Kodeljevo
739,159000,28,Garsonjera,1900,,1.,1,2022,,,,,Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška
740,150000,120,,2001,V večstanovanjski stavbi,Pritličje,2,0,,Popolnoma opremljeno,,,Goriška, Nova Gorica, Nova Gorica
741,128000,72,3-sobno,2022,V večstanovanjski stavbi,2.,3,0,"Loža, Atrij",Neopremljeno,2,,Podravska, Sv. Ana v Slovenskih goricah, Sv. Ana v Slovenskih goricah
742,218000,87,"3,5-sobno",2022,V večstanovanjski stavbi,1.,2,0,Terasa,Neopremljeno,,EI v izdelavi,Savinjska, Žalec, Žalec
743,309000,78,3-sobno,1982,V večstanovanjski stavbi,1.,12,2004,Balkon,Popolnoma opremljeno,,,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
744,109990,0,2-sobno,1986,,,0,0,,,,D (60 - 105 kWh/m2a),Savinjska, Celje, Celje
745,168900,83,4-sobno,1971,V večstanovanjski stavbi,Visoko pritličje,9,2019,Balkon,Neopremljeno,,,Podravska, Maribor, Magdalena
746,175000,0,5-sobno,1950,,,3,0,,,3,D (60 - 105 kWh/m2a),Goriška, Idrija, Idrija
748,450000,75,3-sobno,2009,,2.,7,2020,,,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška
749,149000,0,3-sobno,1960,,,6,0,,,,D (60 - 105 kWh/m2a),Gorenjska, Kranj, Kranj
750,63000,55,2-sobno,1997,V večstanovanjski stavbi,Pritličje,0,1997,,,,,Podravska, Ptuj, Ptuj
751,120000,74,3-sobno,1980,V večstanovanjski stavbi,1.,0,0,Balkon,,,,Podravska, Ptuj, Ptuj
752,185000,60,2-sobno,1980,V večstanovanjski stavbi,,0,0,,,,,Podravska, Ptuj, Ptuj
753,245000,143,4-sobno,2001,,,0,2019,,,,A1 (0 - 10 kWh/m2a),Savinjska, Celje, Medlog
754,57000,15,Garsonjera,1964,V večstanovanjski stavbi,,5,2020,,Delno opremljeno,brez pripadajočega parkirišča,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Center
755,317000,71,3-sobno,1986,V večstanovanjski stavbi,,0,2015,,,brez pripadajočega parkirišča,,Obalno-kraška, Izola, Izola
757,229000,0,2-sobno,1964,,,9,0,,,,,Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška
758,320000,0,5-sobno,1900,,2.,2,0,,,1,F (150 - 210 kWh/m2a),Obalno-kraška, Koper, Koper
759,228000,71,,1959,,,0,0,,,,,Obalno-kraška, Piran, Sečovlje
760,239500,83,3-sobno,1939,V večstanovanjski stavbi,,0,2011,,Popolnoma opremljeno,1,,Podravska, Maribor, Center
761,112000,74,3-sobno,1985,,1.,0,2015,,,,D (60 - 105 kWh/m2a),Jugovzhodna Slovenija, Kočevje, Kočevje
762,159000,70,2-sobno,1975,,1.,13,2010,Balkon,Delno opremljeno,,EI v izdelavi,Savinjska, Celje, Slavko Šlander
763,229000,84,2-sobno,1953,V večstanovanjski stavbi,2.,2,2011,Balkon,Delno opremljeno,,EI v izdelavi,Savinjska, Celje, Gaberje
764,440000,106,2-sobno,2011,V večstanovanjski stavbi,3.,4,2021,,Popolnoma opremljeno,brez pripadajočega parkirišča,,Obalno-kraška, Koper, Koper
765,139000,0,Garsonjera,1969,,,0,0,,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška
766,295000,0,2-sobno,2010,,,2,0,,,2,C (35 - 60 kWh/m2a),Obalno-kraška, Koper, Koper
767,249000,216,,1949,V večstanovanjski stavbi,,0,0,,,,,Podravska, Maribor, Center
768,283000,0,3-sobno,1984,,,0,0,,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
769,118000,0,3-sobno,2007,,,0,0,,,,D (60 - 105 kWh/m2a),Savinjska, Rogaška Slatina, Rogaška Slatina
770,249000,0,4-sobno,2007,,,0,0,,,,D (60 - 105 kWh/m2a),Savinjska, Rogaška Slatina, Rogaška Slatina
771,389000,0,4-sobno,1929,,,0,0,,,,C (35 - 60 kWh/m2a),Gorenjska, Kranj, Kranj
772,339000,0,5-sobno,1996,,,4,0,,,1,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Center, Stara Ljubljana
773,235000,0,2-sobno,1920,,,0,0,,,,E (105 - 150 kWh/m2a),Osrednjeslovenska, Ljubljana Center, Stara Ljubljana
774,249000,0,3-sobno,2011,,,2,0,,,,B2 (25 - 35 kWh/m2a),Jugovzhodna Slovenija, Trebnje, Trebnje
775,82499,49,3-sobno,1920,,3.,3,2012,,Neopremljeno,,D (60 - 105 kWh/m2a),Podravska, Maribor, Ostalo
776,287000,0,"2,5-sobno",1942,,,0,0,,,,E (105 - 150 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška
777,178933,88,4-sobno,2022,,1.,4,0,,,,EI v izdelavi,Pomurska, Apače, Apače
778,230759,116,4-sobno,2022,,4.,4,0,,,,,Pomurska, Apače, Apače
779,68700,40,Garsonjera,2022,V večstanovanjski stavbi,Visoko pritličje,2,0,,Neopremljeno,1,A2 (10 - 15 kWh/m2a),Podravska, Sv. Ana v Slovenskih goricah, Sv. Ana v Slovenskih goricah
780,142450,80,3-sobno,2022,V večstanovanjski stavbi,1.,3,0,"Balkon, Atrij",Neopremljeno,2,A2 (10 - 15 kWh/m2a),Podravska, Sv. Ana v Slovenskih goricah, Sv. Ana v Slovenskih goricah
781,230759,116,4-sobno,2022,V večstanovanjski stavbi,3.,3,0,Balkon,,,,Pomurska, Apače, Apače
782,178000,86,3-sobno,1863,,Mansarda,0,2022,,,,,Podravska, Maribor, Koroška vrata
783,249000,124,3-sobno,1936,,3.,3,2022,,,2,C (35 - 60 kWh/m2a),Osrednjeslovenska, Logatec, Logatec
784,189000,70,3-sobno,1936,,2.,3,2022,,,2,C (35 - 60 kWh/m2a),Osrednjeslovenska, Logatec, Logatec
785,194000,98,2-sobno,1936,,3.,3,2022,,,2,,Osrednjeslovenska, Logatec, Logatec
786,189000,66,3-sobno,1964,V večstanovanjski stavbi,,0,2017,,,,,Obalno-kraška, Koper, Koper
787,141000,0,4-sobno,1980,,2.,2,0,,,1,,Koroška, Slovenj Gradec, Slovenj Gradec
788,89000,28,Garsonjera,1960,V večstanovanjski stavbi,3.,4,2022,,Delno opremljeno,,,Savinjska, Celje, Dolgo polje
789,278000,0,3-sobno,1903,,,0,0,,,,D (60 - 105 kWh/m2a),Gorenjska, Gorenja vas - Poljane, Fužine
790,370000,240,6 in večsobno,1500,,1.,0,2013,,,,,Savinjska, Celje, Center
791,165650,92,4-sobno,2022,V večstanovanjski stavbi,1.,2,0,Balkon,Neopremljeno,,A2 (10 - 15 kWh/m2a),Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah
793,89000,67,2-sobno,1870,,,0,2005,,,,D (60 - 105 kWh/m2a),Podravska, Maribor, Košaki
794,194900,95,3-sobno,1900,V večstanovanjski stavbi,Mansarda,2,2010,,Popolnoma opremljeno,,D (101 do 150 kWh/m2a) - HR,Savinjska, Celje, Center
795,120000,51,2-sobno,2009,,2.,0,0,,Delno opremljeno,,B1 (15 - 25 kWh/m2a),Savinjska, Šmarje pri Jelšah, Zastranje
796,277372,143,6 in večsobno,1933,V večstanovanjski stavbi,,0,2022,,,2,,Pomurska, Gornja Radgona, Gornja Radgona
797,249000,105,"3,5-sobno",2014,V večstanovanjski stavbi,,0,0,,Popolnoma opremljeno,1,C (35 - 60 kWh/m2a),Podravska, Maribor, Betnava
798,277816,144,6 in večsobno,1933,V večstanovanjski stavbi,,0,2022,,,2,,Pomurska, Gornja Radgona, Gornja Radgona
799,179000,49,3-sobno,1800,V večstanovanjski stavbi,2.,2,0,,Popolnoma opremljeno,,,Obalno-kraška, Koper, Koper
800,126000,82,3-sobno,1983,,1.,3,2009,Balkon,Popolnoma opremljeno,,D (60 - 105 kWh/m2a),Pomurska, Ljutomer, Ljutomer
801,69000,39,1-sobno,1947,,,0,0,,,,G (210+ kWh/m2a),Goriška, Nova Gorica, Rožna Dolina
802,249000,150,3-sobno,1962,V hiši,1.,2,2017,,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Brezovica pri Ljubljani, Brezovica pri Ljubljani
803,247000,0,3-sobno,1960,,,0,0,,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Center, Stara Ljubljana
804,129000,52,2-sobno,1914,,,0,2013,,,,D (60 - 105 kWh/m2a),Podravska, Maribor, Tabor
805,267000,188,4-sobno,1997,V večstanovanjski stavbi,1.,0,2012,,Popolnoma opremljeno,,,Obalno-kraška, Koper, Gažon
806,379000,86,3-sobno,1895,,Visoko pritličje,0,2006,,,,,Osrednjeslovenska, Ljubljana Center, Center
807,99900,0,2-sobno,1995,,1.,0,0,,,,D (60 - 105 kWh/m2a),Savinjska, Rogaška Slatina, Rogaška Slatina
808,189000,54,3-sobno,1900,V večstanovanjski stavbi,2.,2,2017,Balkon,Popolnoma opremljeno,,G (210+ kWh/m2a),Osrednjeslovenska, Ljubljana Moste Polje, Moste
809,355000,82,3-sobno,1760,,1.,0,2011,,,1,F (150 - 210 kWh/m2a),Osrednjeslovenska, Ljubljana Center, Center
810,262000,67,3-sobno,1980,V večstanovanjski stavbi,,0,2016,"Balkon, Zaprt balkon",Popolnoma opremljeno,brez pripadajočega parkirišča,,Obalno-kraška, Piran, Lucija
811,320000,110,5-sobno,2022,V hiši,Pritličje,2,0,,,2,,Podravska, Maribor, Studenci
812,240000,272,Drugo,1965,,Pritličje,0,2018,,,,EI v izdelavi,Podravska, Ptuj, Ptuj
813,170848,42,2-sobno,2010,V večstanovanjski stavbi,3.,3,2022,Terasa,,,,Savinjska, Vojnik, Vojnik
814,212142,57,3-sobno,2010,V večstanovanjski stavbi,3.,3,2022,Terasa,,1,,Savinjska, Vojnik, Vojnik
815,58000,0,Garsonjera,1964,,,0,0,,,,,Savinjska, Celje, Celje
816,277815,206,5-sobno,1933,V večstanovanjski stavbi,1.,1,2022,,,,,Pomurska, Gornja Radgona, Gornja Radgona
817,277372,199,5-sobno,1933,V večstanovanjski stavbi,Pritličje,1,2022,,,,,Pomurska, Gornja Radgona, Gornja Radgona
818,149311,76,3-sobno,2022,V večstanovanjski stavbi,,2,0,"Atrij, Terasa",Neopremljeno,1,B1 (15 - 25 kWh/m2a),Pomurska, Turnišče, Turnišče
819,101521,47,2-sobno,2022,V večstanovanjski stavbi,,1,0,Balkon,Neopremljeno,1,B1 (15 - 25 kWh/m2a),Pomurska, Turnišče, Turnišče
820,135737,76,3-sobno,2022,V večstanovanjski stavbi,,1,0,"Atrij, Terasa",Neopremljeno,1,B1 (15 - 25 kWh/m2a),Pomurska, Turnišče, Turnišče
821,128914,76,3-sobno,2022,V večstanovanjski stavbi,,1,0,Balkon,Neopremljeno,1,B1 (15 - 25 kWh/m2a),Pomurska, Turnišče, Turnišče
822,141805,76,3-sobno,2022,V večstanovanjski stavbi,,1,0,Balkon,Neopremljeno,1,B1 (15 - 25 kWh/m2a),Pomurska, Turnišče, Turnišče
824,480000,108,3-sobno,2004,V večstanovanjski stavbi,Visoko pritličje,3,0,Balkon,Popolnoma opremljeno,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most
825,135737,76,3-sobno,2022,V večstanovanjski stavbi,,1,0,"Atrij, Terasa",Neopremljeno,1,B1 (15 - 25 kWh/m2a),Pomurska, Turnišče, Turnišče
826,56000,0,2-sobno,1967,,,0,0,,,,,Savinjska, Celje, Celje
827,69900,0,3-sobno,1967,,,0,0,,,,,Savinjska, Tabor, Tabor
828,147000,0,3-sobno,1895,,,0,0,,,,,Savinjska, Celje, Celje
831,495000,90,3-sobno,1955,V večstanovanjski stavbi,2.,6,2021,Balkon,Delno opremljeno,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Center, Center
833,429000,150,5-sobno,1903,V hiši,1.,1,2015,,,1,,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
834,195000,42,1-sobno,1987,,1.,4,0,,,,,Obalno-kraška, Piran, Lucija
835,440000,56,2-sobno,2011,V večstanovanjski stavbi,3.,4,2021,Terasa,Popolnoma opremljeno,2,B2 (25 - 35 kWh/m2a),Obalno-kraška, Koper, Koper
836,170000,50,2-sobno,1936,,Klet,2,2015,,Delno opremljeno,,,Osrednjeslovenska, Ljubljana Moste Polje, Zelena jama
837,400000,657,Drugo,0,V hiši,Pritličje,8,0,,Nedokončana gradnja,,,Goriška, Ajdovščina, Grivče
838,98000,0,2-sobno,1820,,2.,0,0,,,,,Savinjska, Rogaška Slatina, Rogaška Slatina
839,264000,78,"3,5-sobno",1909,V večstanovanjski stavbi,2.,2,2021,,,2,,Osrednjeslovenska, Grosuplje, Grosuplje
840,125000,69,3-sobno,1964,,4.,5,0,,Neopremljeno,,C (35 - 60 kWh/m2a),Savinjska, Celje, Celje
841,370000,90,3-sobno,2006,V večstanovanjski stavbi,,2,0,Balkon,,1,,Gorenjska, Bled, Bled
842,245000,92,3-sobno,1976,,,0,0,,,,,Osrednjeslovenska, Kamnik, Kamnik
843,400000,88,4-sobno,2005,,,3,0,Terasa,Neopremljeno,2,EI v izdelavi,Podravska, Maribor, Studenci
844,372000,78,4-sobno,1988,V večstanovanjski stavbi,4.,5,2017,,Popolnoma opremljeno,brez pripadajočega parkirišča,,Obalno-kraška, Piran, Lucija
845,189000,54,2-sobno,2013,V večstanovanjski stavbi,,5,0,Terasa,Neopremljeno,brez pripadajočega parkirišča,C (35 - 60 kWh/m2a),Gorenjska, Radovljica, Radovljica
846,160000,36,1-sobno,1966,V večstanovanjski stavbi,2.,4,2016,,Popolnoma opremljeno,,D (60 - 105 kWh/m2a),Gorenjska, Kranj, Kranj
