,Price,SurfaceArea,ApartmentType,YearBuilt,ApartmentSetting,FloorNumber,TotalFloorsInBuilding,YearRenovated,BalconyTerraceAtrium,Furniture,ParkingSpots,EnergyClass,Region,District,Neighborhood
847,79000,71,3-sobno,1994,,1.,3,0,,Neopremljeno,1,D (60 - 105 kWh/m2a),Pomurska, Gornja Radgona, Gornja Radgona
848,180000,86,5-sobno,1925,,,1,0,,,,,Goriška, Bovec, Bovec
849,105000,55,1-sobno,1930,,,0,0,,,,D (60 - 105 kWh/m2a),Goriška, Miren, Miren
850,443089,102,4-sobno,0,V večstanovanjski stavbi,,0,0,"Balkon, Terasa",Neopremljeno,1,EI v izdelavi,Osrednjeslovenska, Ljubljana Moste Polje, Moste
851,230000,43,2-sobno,1995,V večstanovanjski stavbi,Pritličje,1,2021,,Popolnoma opremljeno,brez pripadajočega parkirišča,,Obalno-kraška, Piran, Portorož
852,79000,0,2-sobno,1947,,,0,0,,,,E (105 - 150 kWh/m2a),Podravska, Ptuj, Ptuj
853,390000,0,4-sobno,1975,,,0,0,,,,C (35 - 60 kWh/m2a),Podravska, Maribor, Center
854,67016,39,1-sobno,1979,V večstanovanjski stavbi,4.,4,0,,,,EI v izdelavi,Podravska, Ptuj, Ptuj
855,220000,89,3-sobno,1910,V večstanovanjski stavbi,,0,1993,,Popolnoma opremljeno,brez pripadajočega parkirišča,,Obalno-kraška, Izola, Izola
856,253000,61,3-sobno,1986,,4.,5,0,Balkon,,,,Osrednjeslovenska, Ljubljana Bežigrad, Črnuče
857,139990,52,2-sobno,1959,V večstanovanjski stavbi,Visoko pritličje,3,2020,,,,D (60 - 105 kWh/m2a),Podravska, Maribor, Tabor
858,423000,104,3-sobno,1971,V večstanovanjski stavbi,,0,2021,,,brez pripadajočega parkirišča,,Obalno-kraška, Koper, Koper
859,186256,82,4-sobno,2010,V večstanovanjski stavbi,3.,3,2022,Loža,Neopremljeno,,,Savinjska, Vojnik, Vojnik
860,320000,100,1-sobno,2006,V večstanovanjski stavbi,Pritličje,2,0,,Popolnoma opremljeno,brez pripadajočega parkirišča,,Obalno-kraška, Piran, Lucija
862,229000,78,3-sobno,1969,,1.,3,0,,,,,Osrednjeslovenska, Brezovica pri Ljubljani, Brezovica pri Ljubljani
863,149900,87,3-sobno,2018,V večstanovanjski stavbi,,3,0,,Popolnoma opremljeno,1,B2 (25 - 35 kWh/m2a),Savinjska, Šoštanj, Topolšica
864,300000,99,2-sobno,2006,V večstanovanjski stavbi,2.,2,0,,Popolnoma opremljeno,,,Obalno-kraška, Piran, Lucija
865,129000,73,3-sobno,1845,V večstanovanjski stavbi,2.,2,2020,,Popolnoma opremljeno,,E (105 - 150 kWh/m2a),Podravska, Maribor, Tabor
866,239000,121,4-sobno,1985,V večstanovanjski stavbi,5.,5,2013,Balkon,Popolnoma opremljeno,,,Osrednjeslovenska, Kamnik, Kamnik
867,235000,99,3-sobno,1947,V večstanovanjski stavbi,3.,4,2005,Balkon,Popolnoma opremljeno,,EI v izdelavi,Gorenjska, Kranj, Kranj
868,90000,94,3-sobno,1967,V hiši,1.,0,0,"Balkon, Terasa",Delno opremljeno,,F (150 - 210 kWh/m2a),Pomurska, Murska Sobota, Murska Sobota
870,31000,36,1-sobno,1896,V večstanovanjski stavbi,2.,2,0,,Delno opremljeno,,,Zasavska, Trbovlje, Trbovlje
871,430000,90,3-sobno,1920,V večstanovanjski stavbi,1.,3,2022,,Neopremljeno,brez pripadajočega parkirišča,,Obalno-kraška, Piran, Portorož
872,95000,94,3-sobno,1967,V hiši,Visoko pritličje,2,0,"Balkon, Terasa",,,EI v izdelavi,Pomurska, Murska Sobota, Murska Sobota
873,499000,141,,1990,V večstanovanjski stavbi,1.,2,2015,,,,,Obalno-kraška, Piran, Portorož
874,179800,0,4-sobno,1962,,,0,0,,,,,Goriška, Nova Gorica, Nova Gorica
875,374829,0,5-sobno,2023,,,0,0,,,,,Savinjska, Celje, Celje
876,133686,0,2-sobno,2023,V večstanovanjski stavbi,,3,0,"Loža, Atrij",,,,Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru
877,85000,38,"1,5-sobno",2003,V večstanovanjski stavbi,2.,3,0,,,,D (60 - 105 kWh/m2a),Podravska, Ruše, Ruše
879,271915,0,4-sobno,2023,,,3,0,,,,,Savinjska, Celje, Celje
880,288091,0,4-sobno,2023,,,4,0,,,,,Savinjska, Celje, Celje
881,329000,0,4-sobno,2007,,,0,0,,,2,C (35 - 60 kWh/m2a),Osrednjeslovenska, Domžale, Radomlje
882,285000,135,4-sobno,1930,,,0,2007,,,,,Osrednjeslovenska, Ljubljana Šiška, Šentvid
883,139000,0,4-sobno,1858,,,2,0,,,1,,Savinjska, Celje, Celje
884,125000,0,3-sobno,1960,,,0,0,,,,D (60 - 105 kWh/m2a),Savinjska, Celje, Celje
885,79900,62,3-sobno,1967,V hiši,,3,2017,Atrij,Delno opremljeno,brez pripadajočega parkirišča,E (105 - 150 kWh/m2a),Podravska, Maribor, Tezno
886,285000,102,4-sobno,1976,,1.,4,2010,,,,,Osrednjeslovenska, Ljubljana Moste Polje, Štepanjsko naselje
887,461846,102,3-sobno,0,V večstanovanjski stavbi,,5,0,,Neopremljeno,1,EI v izdelavi,Osrednjeslovenska, Ljubljana Moste Polje, Moste
888,447502,102,4-sobno,0,V večstanovanjski stavbi,,5,0,,Neopremljeno,1,EI v izdelavi,Osrednjeslovenska, Ljubljana Moste Polje, Moste
889,138000,82,2-sobno,1900,,,0,0,,,,F (150 - 210 kWh/m2a),Goriška, Ajdovščina, Ajdovščina
890,108000,56,"2,5-sobno",1900,V večstanovanjski stavbi,1.,3,1999,Balkon,Delno opremljeno,,E (105 - 150 kWh/m2a),Podravska, Maribor, Center
891,83000,37,1-sobno,1850,V večstanovanjski stavbi,,4,0,,,brez pripadajočega parkirišča,,Savinjska, Celje, Celje
892,343237,158,4-sobno,2019,V večstanovanjski stavbi,4.,5,0,,,,B1 (15 - 25 kWh/m2a),Savinjska, Celje, Center
893,250000,163,5-sobno,1852,,1.,2,0,,,,,Gorenjska, Tržič, Tržič
894,238000,90,4-sobno,1954,,1.,0,2012,,,,,Osrednjeslovenska, Medvode, Smlednik
895,254020,88,"3,5-sobno",2022,V večstanovanjski stavbi,,3,0,,Neopremljeno,2,Ni možno izdati,Savinjska, Rogaška Slatina, Rogaška Slatina
896,173600,89,"2,5-sobno",2022,V večstanovanjski stavbi,,3,0,,Neopremljeno,2,Ni možno izdati,Savinjska, Rogaška Slatina, Rogaška Slatina
897,172800,86,3-sobno,1900,V hiši,1.,1,2021,,Neopremljeno,,C (35 - 60 kWh/m2a),Podravska, Maribor, Magdalena
898,178990,59,2-sobno,0,V večstanovanjski stavbi,,3,0,"Atrij, Terasa",,2,,Zasavska, Zagorje ob Savi, Brezje
899,195000,64,2-sobno,1965,V večstanovanjski stavbi,2.,2,2021,Balkon,Popolnoma opremljeno,2,Merjena EI,Osrednjeslovenska, Domžale, Rodica
900,178990,59,2-sobno,0,V večstanovanjski stavbi,,3,0,"Atrij, Terasa",,2,,Zasavska, Zagorje ob Savi, Brezje
902,255000,62,3-sobno,1963,,2.,4,2018,,,,,Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška
903,447502,102,4-sobno,0,V večstanovanjski stavbi,,5,0,,Neopremljeno,1,EI v izdelavi,Osrednjeslovenska, Ljubljana Moste Polje, Moste
904,375000,0,3-sobno,2006,,,2,0,,,,C (35 - 60 kWh/m2a),Obalno-kraška, Piran, Portorož
905,275000,84,3-sobno,1952,,2.,3,2015,,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška
906,447502,102,4-sobno,0,V večstanovanjski stavbi,,5,0,,Neopremljeno,1,EI v izdelavi,Osrednjeslovenska, Ljubljana Moste Polje, Moste
907,50000,91,3-sobno,1873,V večstanovanjski stavbi,Pritličje,2,0,,Delno opremljeno,,,Zasavska, Trbovlje, Trbovlje
908,355000,77,"2,5-sobno",1978,,7.,9,2013,,,,,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
909,461846,102,3-sobno,0,V večstanovanjski stavbi,,5,0,,Neopremljeno,1,EI v izdelavi,Osrednjeslovenska, Ljubljana Moste Polje, Moste
910,447502,102,4-sobno,0,V večstanovanjski stavbi,,5,0,,Neopremljeno,1,EI v izdelavi,Osrednjeslovenska, Ljubljana Moste Polje, Moste
911,443089,102,4-sobno,0,V večstanovanjski stavbi,,5,0,,Neopremljeno,1,EI v izdelavi,Osrednjeslovenska, Ljubljana Moste Polje, Moste
914,420000,121,3-sobno,2017,V večstanovanjski stavbi,Pritličje,2,0,,Popolnoma opremljeno,brez pripadajočega parkirišča,,Obalno-kraška, Koper, Koper
915,99000,48,"1,5-sobno",1945,V večstanovanjski stavbi,Pritličje,2,2017,,Delno opremljeno,,E (105 - 150 kWh/m2a),Osrednjeslovenska, Kamnik, Črna pri Kamniku
916,118000,77,,2007,V večstanovanjski stavbi,1.,0,0,,,brez pripadajočega parkirišča,,Savinjska, Slovenske Konjice, Loče
917,122000,81,,2007,V večstanovanjski stavbi,1.,0,0,,,brez pripadajočega parkirišča,,Savinjska, Slovenske Konjice, Loče
918,369000,100,"4,5-sobno",1939,V hiši,,0,2018,,Popolnoma opremljeno,brez pripadajočega parkirišča,,Osrednjeslovenska, Ljubljana Bežigrad, Črnuče
919,126900,0,2-sobno,2008,,Pritličje,0,0,,,,C (35 - 60 kWh/m2a),Podravska, Maribor, Brezje - Dogoše - Zrkovce
920,130000,110,3-sobno,1963,V hiši,1.,2,2014,,Delno opremljeno,,EI v izdelavi,Savinjska, Podčetrtek, Podčetrtek
921,264000,0,1-sobno,1985,,,0,0,,,1,,Obalno-kraška, Piran, Portorož
922,235000,119,5-sobno,1912,,1.,0,2011,,Delno opremljeno,,E (105 - 150 kWh/m2a),Osrednjeslovenska, Škofljica, Škofljica
923,249000,85,3-sobno,1900,V večstanovanjski stavbi,,3,2013,,Popolnoma opremljeno,brez pripadajočega parkirišča,B2 (25 - 35 kWh/m2a),Obalno-kraška, Izola, Izola
924,122000,53,2-sobno,1978,V večstanovanjski stavbi,7.,7,2002,,Delno opremljeno,,EI v izdelavi,Savinjska, Velenje, Bevče
925,169500,68,"3,5-sobno",2022,V večstanovanjski stavbi,1.,2,0,Loža,Neopremljeno,,EI v izdelavi,Savinjska, Žalec, Žalec
928,202000,96,3-sobno,2022,V večstanovanjski stavbi,Pritličje,2,0,Atrij,Neopremljeno,,Merjena EI,Savinjska, Žalec, Žalec
930,94200,38,1-sobno,2022,V večstanovanjski stavbi,1.,2,0,Loža,Neopremljeno,,EI v izdelavi,Savinjska, Žalec, Žalec
933,206000,88,"3,5-sobno",2022,V večstanovanjski stavbi,1.,2,0,Terasa,Neopremljeno,,EI v izdelavi,Savinjska, Žalec, Žalec
934,204000,106,3-sobno,2022,V večstanovanjski stavbi,Pritličje,2,0,Atrij,Neopremljeno,,EI v izdelavi,Savinjska, Žalec, Žalec
936,201000,106,3-sobno,2022,V večstanovanjski stavbi,Pritličje,2,0,Atrij,,,EI v izdelavi,Savinjska, Žalec, Žalec
938,235000,67,"3,5-sobno",1912,V večstanovanjski stavbi,,0,1998,,,brez pripadajočega parkirišča,,Osrednjeslovenska, Škofljica, Škofljica
939,289000,82,4-sobno,1965,,Visoko pritličje,4,2018,,,,,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
940,110000,0,4-sobno,2009,,,3,0,,,,B2 (25 - 35 kWh/m2a),Podravska, Dornava, Dornava
941,194000,91,,2022,V večstanovanjski stavbi,Pritličje,0,0,Atrij,Neopremljeno,,EI v izdelavi,Savinjska, Žalec, Žalec
942,490000,0,5-sobno,1993,,,0,0,,,,C (35 - 60 kWh/m2a),Obalno-kraška, Koper, Koper
943,166440,83,2-sobno,2022,,,0,0,"Balkon, Terasa",,,,Savinjska, Rogaška Slatina, Rogaška Slatina
944,95800,0,4-sobno,1988,,,0,0,,,,C (35 - 60 kWh/m2a),Posavska, Brežice, Loče
945,247000,0,3-sobno,2007,,1.,0,0,,,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Domžale, Radomlje
946,169725,88,2-sobno,2022,,,0,0,"Balkon, Terasa",,1,,Savinjska, Rogaška Slatina, Rogaška Slatina
947,166950,80,2-sobno,1930,,2.,2,2008,,Delno opremljeno,,A1 (0 - 10 kWh/m2a),Savinjska, Žalec, Žalec
948,155000,0,3-sobno,1967,,,0,0,,,,C (35 - 60 kWh/m2a),Obalno-kraška, Sežana, Sežana
949,194910,80,,2022,,,0,0,,,,,Savinjska, Rogaška Slatina, Rogaška Slatina
951,51000,257,6 in večsobno,1868,,,0,0,,,,EI ni potrebna (334. člen EZ-1),Podravska, Maribor, Center
953,286200,104,4-sobno,2022,V večstanovanjski stavbi,3.,3,0,Terasa,,,,Podravska, Maribor, Tabor
955,199575,80,3-sobno,2022,V večstanovanjski stavbi,Pritličje,3,0,Atrij,,,EI v izdelavi,Podravska, Maribor, Tabor
956,328000,69,,1900,,,0,0,,,,,Obalno-kraška, Piran, Portorož
957,115000,0,3-sobno,1976,,,0,0,,,,E (105 - 150 kWh/m2a),Osrednjeslovenska, Ljubljana Moste Polje, Zgornji Kašelj
958,289000,123,3-sobno,1800,,Mansarda,2,0,,,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Moste Polje, Moste
959,79990,107,4-sobno,1945,V hiši,1.,1,0,"Balkon, Terasa",Potrebno obnove,,,Podravska, Hoče, Hotinja vas
960,489000,131,"4,5-sobno",2022,V hiši,,2,0,,,2,Ni možno izdati,Osrednjeslovenska, Ljubljana Moste Polje, Polje
962,101000,50,1-sobno,2005,V večstanovanjski stavbi,,3,2021,,Neopremljeno,1,C (35 - 60 kWh/m2a),Koroška, Slovenj Gradec, Legen
963,140000,0,4-sobno,1966,,,3,0,,,7+,EI ni potrebna (334. člen EZ-1),Gorenjska, Bled, Bled
964,210000,0,4-sobno,1860,,,2,0,,,,E (105 - 150 kWh/m2a),Obalno-kraška, Koper, Koper
965,330000,85,"3,5-sobno",1985,,1.,5,2010,,,,,Osrednjeslovenska, Ljubljana Bežigrad, Črnuče
966,375000,74,3-sobno,2005,V večstanovanjski stavbi,2.,7,0,,Popolnoma opremljeno,,,Obalno-kraška, Piran, Lucija
967,222200,41,1-sobno,1973,,,0,2021,,,,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Tabor
968,60000,21,Garsonjera,1988,V večstanovanjski stavbi,Mansarda,0,2004,,,,C (35 - 60 kWh/m2a),Gorenjska, Cerklje na Gorenjskem, Cerklje na Gorenjskem
969,84000,29,2-sobno,2006,V večstanovanjski stavbi,,3,2021,Balkon,Delno opremljeno,1,,Koroška, Slovenj Gradec, Legen
970,171000,79,4-sobno,2006,V večstanovanjski stavbi,,3,2021,Balkon,Delno opremljeno,1,,Koroška, Slovenj Gradec, Legen
971,178933,88,4-sobno,2022,V večstanovanjski stavbi,1.,3,0,,,brez pripadajočega parkirišča,,Pomurska, Apače, Apače
972,250185,0,3-sobno,2022,,,3,0,,,2,,Savinjska, Rogaška Slatina, Rogaška Slatina
973,254019,0,3-sobno,2022,,,3,0,,,2,,Savinjska, Rogaška Slatina, Rogaška Slatina
974,208800,66,2-sobno,1979,,Pritličje,0,2008,Zaprt balkon,Popolnoma opremljeno,,,Gorenjska, Kranj, Kranj
975,440000,0,3-sobno,2011,,,0,0,,,,B2 (25 - 35 kWh/m2a),Obalno-kraška, Koper, Koper
976,79900,0,2-sobno,1971,,,3,0,,,,,Savinjska, Slovenske Konjice, Slovenske Konjice
977,127000,82,3-sobno,1990,V večstanovanjski stavbi,,2,2006,Zaprt balkon,Delno opremljeno,brez pripadajočega parkirišča,EI v izdelavi,Savinjska, Gornji Grad, Gornji Grad
978,129000,0,4-sobno,1950,,,0,0,,,,,Jugovzhodna Slovenija, Novo mesto, Novo mesto
979,87700,0,2-sobno,1971,,1.,3,0,,,,,Savinjska, Slovenske Konjice, Slovenske Konjice
980,287000,90,"2,5-sobno",1942,V večstanovanjski stavbi,1.,0,1999,Balkon,,,,Osrednjeslovenska, Ljubljana Šiška, Šentvid
981,127700,0,3-sobno,1970,,,11,0,,,,,Savinjska, Velenje, Velenje
983,304700,0,5-sobno,1878,,1.,0,0,,,,D (60 - 105 kWh/m2a),Podravska, Maribor, Center
985,115000,79,,1979,,,0,2008,,,,C (35 - 60 kWh/m2a),Pomurska, Lendava, Lendava
986,239300,0,3-sobno,1948,,,0,0,,,,,Osrednjeslovenska, Ljubljana Šiška, Šiška
987,318000,122,3-sobno,1990,,2.,2,2021,,,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most
988,245000,0,6 in večsobno,1980,,,0,0,,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Ježica
989,324132,0,4-sobno,2021,,,0,0,,,,B2 (25 - 35 kWh/m2a),Podravska, Ptuj, Ptuj
990,400000,0,3-sobno,1991,,,2,0,,,2,D (60 - 105 kWh/m2a),Obalno-kraška, Piran, Piran
992,135000,60,3-sobno,1959,V večstanovanjski stavbi,2.,4,2020,Balkon,Popolnoma opremljeno,,EI v izdelavi,Savinjska, Štore, Štore
993,133000,125,,0,,1.,0,2004,,Neopremljeno,,,Gorenjska, Tržič, Tržič
994,239990,238,2-sobno,2007,V večstanovanjski stavbi,,0,0,,,2,,Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah
995,220000,69,3-sobno,1964,V večstanovanjski stavbi,,0,0,,Popolnoma opremljeno,1,,Osrednjeslovenska, Ljubljana Moste Polje, Studenec
996,410000,150,4-sobno,1920,,1.,2,2004,,,,EI v izdelavi,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
997,179800,58,2-sobno,2022,V večstanovanjski stavbi,,3,0,,Neopremljeno,2,Ni možno izdati,Savinjska, Rogaška Slatina, Rogaška Slatina
998,250186,88,"3,5-sobno",2022,V večstanovanjski stavbi,,3,0,,Neopremljeno,2,Ni možno izdati,Savinjska, Rogaška Slatina, Rogaška Slatina
999,239500,80,"2,5-sobno",2022,V večstanovanjski stavbi,,3,0,,Neopremljeno,2,Ni možno izdati,Savinjska, Rogaška Slatina, Rogaška Slatina
1000,145000,78,3-sobno,1900,V večstanovanjski stavbi,3.,3,2010,,,,EI v izdelavi,Podravska, Maribor, Center
1001,320000,0,3-sobno,1929,V večstanovanjski stavbi,3.,3,1997,,,,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška
1002,111780,0,4-sobno,2000,,,0,0,,,,,Podravska, Gorišnica, Gorišnica
1003,260000,132,5-sobno,2007,V večstanovanjski stavbi,4.,5,0,Terasa,,,C (35 - 60 kWh/m2a),Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah
1005,150000,172,4-sobno,1905,,2.,2,2002,,Neopremljeno,,B1 (15 - 25 kWh/m2a),Pomurska, Ljutomer, Ljutomer
1006,89900,93,3-sobno,1907,V večstanovanjski stavbi,Pritličje,3,2007,,Delno opremljeno,,EI v izdelavi,Koroška, Mislinja, Tolsti Vrh pri Mislinji
1007,110000,109,4-sobno,2009,V večstanovanjski stavbi,,5,0,Balkon,Popolnoma opremljeno,brez pripadajočega parkirišča,D (60 - 105 kWh/m2a),Koroška, Ravne na Koroškem, Ravne na Koroškem
1008,499000,153,4-sobno,2022,V večstanovanjski stavbi,,0,0,,,2,Ni možno izdati,Osrednjeslovenska, Ljubljana Moste Polje, Polje
1009,499000,153,4-sobno,2022,,,0,0,,,2,Ni možno izdati,Osrednjeslovenska, Ljubljana Moste Polje, Polje
1010,489000,131,"4,5-sobno",2022,V hiši,,2,0,,,2,Ni možno izdati,Osrednjeslovenska, Ljubljana Moste Polje, Polje
1012,109000,123,5-sobno,1992,,Pritličje,0,0,Terasa,,,,Podravska, Hajdina, Hajdina
1014,460000,133,3-sobno,1760,,1.,1,2010,,,,EI ni potrebna (334. člen EZ-1),Osrednjeslovenska, Ljubljana Center, Center
1016,320000,0,2-sobno,1873,,,0,0,,,,C (35 - 60 kWh/m2a),Podravska, Maribor, Center
1017,317000,76,3-sobno,1892,,3.,0,2005,Balkon,Popolnoma opremljeno,,EI v izdelavi,Osrednjeslovenska, Ljubljana Center, Stara Ljubljana
1020,208000,80,3-sobno,1800,V večstanovanjski stavbi,3.,3,2010,,Delno opremljeno,,,Obalno-kraška, Piran, Piran
1021,488000,105,4-sobno,2021,V večstanovanjski stavbi,,1,0,"Atrij, Terasa",Neopremljeno,2,,Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most
1022,498000,105,4-sobno,2021,V večstanovanjski stavbi,,4,0,"Atrij, Terasa",Neopremljeno,2,,Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most
1024,128000,102,3-sobno,1939,V večstanovanjski stavbi,,1,2020,"Balkon, Atrij",,,EI v izdelavi,Podravska, Maribor, Studenci
1025,280000,0,3-sobno,1974,,,4,0,,,1,EI ni potrebna (334. člen EZ-1),Gorenjska, Bled, Bled
1026,150000,0,3-sobno,2010,,,3,0,,,1,D (60 - 105 kWh/m2a),Podravska, Lovrenc na Pohorju, Lovrenc na Pohorju
1027,139500,0,4-sobno,1836,,,0,0,,,1,,Savinjska, Žalec, Žalec
1028,89000,0,4-sobno,1893,,,0,0,,,,,Zasavska, Trbovlje, Trbovlje
1029,466000,0,3-sobno,2005,,,0,0,,,,,Obalno-kraška, Piran, Piran
1030,75000,17,Garsonjera,1983,,5.,12,2018,,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Šiška
1031,419000,114,"4,5-sobno",1973,,,2,2009,,Popolnoma opremljeno,brez pripadajočega parkirišča,,Osrednjeslovenska, Ljubljana Bežigrad, Črnuče
1032,429000,118,4-sobno,2021,,,3,0,"Balkon, Terasa",Neopremljeno,brez pripadajočega parkirišča,,Osrednjeslovenska, Ljubljana Šiška, Šiška
1033,480000,124,Apartma,0,V večstanovanjski stavbi,3.,3,1990,Balkon,,,,Osrednjeslovenska, Ljubljana Center, Stara Ljubljana
1034,495000,81,2-sobno,2005,V večstanovanjski stavbi,2.,0,0,Balkon,,,,Obalno-kraška, Piran, Lucija
1035,495000,81,,2006,,,0,0,,,,,Obalno-kraška, Piran, Lucija
1036,71000,88,2-sobno,2003,V večstanovanjski stavbi,Visoko pritličje,2,0,Terasa,Nedokončana gradnja,,EI ni potrebna (334. člen EZ-1),Podravska, Šentilj v Slovenskih goricah, Selnica ob Muri
1037,51000,80,2-sobno,2003,V večstanovanjski stavbi,Pritličje,2,0,Atrij,Nedokončana gradnja,brez pripadajočega parkirišča,,Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah
1038,60000,74,,2003,V večstanovanjski stavbi,1.,2,0,Terasa,Nedokončana gradnja,1,EI v izdelavi,Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah
1041,445000,129,"4,5-sobno",2010,V večstanovanjski stavbi,3.,3,2015,,,,EI v izdelavi,Gorenjska, Kranj, Kranj
1042,59000,70,2-sobno,2003,V večstanovanjski stavbi,Pritličje,0,2010,Terasa,Delno opremljeno,,EI ni potrebna (334. člen EZ-1),Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah
1043,199000,42,2-sobno,1963,V večstanovanjski stavbi,Visoko pritličje,0,2013,,,,EI v izdelavi,Osrednjeslovenska, Ljubljana Moste Polje, Kodeljevo
1044,90000,73,,1982,,,0,2015,,,,,Savinjska, Zreče, Zreče
