,Cena,Približno,Neto cena,DDV,Bivalna površina,Vrsta stanovanja,Leto izgradnje,Vrsta ponudbe,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Leto zadnje prenove,Balkon / terasa / atrij,Zunanje površine in oprema,Vrsta cene,Oglas je objavljen,Do poteka še,Oglas je prikazan,Link,Šifra oglasa,Opremljenost in stanje,Število parkirnih mest,Možnost menjave,Neto površina,Energetski razred,Interna številka oglasa,type,Število sob,Število nadstropij,Vrsta hiše (gradnja),Vrsta hiše,Površina parcele
258,80.000 €,,,,,1-sobno,,Prodam,"Podravska, Maribor, Tabor",,2.,5.0,,Balkon,,Skupna cena,02.09.2022. ob 18:30,Št. dni: 17 in 21 h,1145 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-tabor-oglas-9617578,9617578,,,,"43,00 m²",,,flat,,,,,
259,139.000 €,,,,,"2,5-sobno",,Prodam,"Podravska, Maribor, Radvanje",,,,,,,Skupna cena,02.09.2022. ob 15:40,Št. dni: 17 in 18 h,390 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-radvanje-oglas-9903373,9903373,,,Menjava za drugo nepremičnino ni možna,,,,flat,,,,,
260,259.000 €,,,,"127,00 m²",3-sobno,1910.0,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,2.0,2012.0,,,Skupna cena,02.09.2022. ob 15:12,do prodaje,385 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-triinpolsobno-podravska-maribor-center-oglas-9903278,9903278,Popolnoma opremljeno,,,"127,00 m²",,PS4647516AB-1,flat,,,,,
261,297.000 €,,,,"61,00 m²",3-sobno,1900.0,Prodam,"Obalno-kraška, Piran, Piran",V večstanovanjski stavbi,4.,,1994.0,,,Skupna cena,02.09.2022. ob 15:12,do prodaje,1088 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-juzna-primorska-piran-pirano-piran-oglas-9903275,9903275,,,,"61,00 m²",,PS22901266859303SR,flat,,,,,
262,163.000 €,,,,,"2,5-sobno",1910.0,Prodam,"Podravska, Maribor, Studenci",,,,,,,Skupna cena,02.09.2022. ob 15:11,do prodaje,702 -krat,https://www.bolha.com/nepremicnine/v-celoti-obnovljeno-2.5-sobno-stanovanje-z-balkonom-studencih-mar-oglas-9903251,9903251,,,,,D (60 - 105 kWh/m2a),8903,flat,,,,,
263,120.000 €,,,,,2-sobno,1948.0,Prodam,"Podravska, Maribor, Tezno",V večstanovanjski stavbi,,2.0,,Balkon,Vrt/dvorišče,Skupna cena,02.09.2022. ob 15:11,do prodaje,379 -krat,https://www.bolha.com/nepremicnine/maribor-tezno-stanovanje-2-sobno-prodaja-oglas-9903250,9903250,,1,Menjava za drugo nepremičnino ni možna,"59,50 m²",C (35 - 60 kWh/m2a),100229-23,flat,,,,,
264,140.000 €,,,,"45,60 m²",2-sobno,1960.0,Prodam,"Goriška, Nova Gorica, Nova Gorica",,,,,,,Skupna cena,02.09.2022. ob 15:11,do prodaje,252 -krat,https://www.bolha.com/nepremicnine/stanovanje-dvosobno-stanovanje-gorica-140.000.00-oglas-9903246,9903246,,,,"45,60 m²",G (210+ kWh/m2a),4787-S-2022,flat,,,,,
265,115.000 €,,,,"72,00 m²",2-sobno,1900.0,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,2.0,2015.0,,,Skupna cena,02.09.2022. ob 15:10,do prodaje,425 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvosobno-podravska-maribor-center-oglas-9903244,9903244,Neopremljeno,,,"72,00 m²",,2009,flat,,,,,
266,154.900 €,,,,"75,40 m²",3-sobno,1980.0,Prodam,"Podravska, Maribor, Betnava",V večstanovanjski stavbi,6.,8.0,,,,Skupna cena,02.09.2022. ob 15:01,do prodaje,433 -krat,https://www.bolha.com/nepremicnine/obnovljeno-3-sobno-stanovanje-podravska-maribor-oglas-9903205,9903205,Popolnoma opremljeno,,,"79,80 m²",B1 (15 - 25 kWh/m2a),02148-214,flat,,,,,
267,"554.794,89 €",,,,"81,13 m²",4-sobno,2023.0,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V večstanovanjski stavbi,1.,3.0,,"Balkon, Terasa, Loža",,Skupna cena,02.09.2022. ob 09:28,do prodaje,106 -krat,https://www.bolha.com/nepremicnine/premium-stanovanje-london-s10-rudnik-oglas-9855594,9855594,Neopremljeno,,,"102,87 m²",EI v izdelavi,,flat,,,,,
268,"280.404,32 €",,,,"38,84 m²",Garsonjera,2023.0,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V večstanovanjski stavbi,1.,3.0,,"Balkon, Terasa, Loža",,Skupna cena,02.09.2022. ob 09:28,do prodaje,102 -krat,https://www.bolha.com/nepremicnine/premium-stanovanje-london-s10-rudnik-oglas-9855563,9855563,Neopremljeno,,,"50,15 m²",EI v izdelavi,,flat,,,,,
269,"328.116,75 €",,,,"51,68 m²",3-sobno,2023.0,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V večstanovanjski stavbi,1.,3.0,,"Balkon, Terasa, Loža",,Skupna cena,02.09.2022. ob 09:28,do prodaje,140 -krat,https://www.bolha.com/nepremicnine/premium-stanovanje-london-s10-rudnik-oglas-9832754,9832754,Neopremljeno,,,"62,68 m²",EI v izdelavi,,flat,,,,,
270,Po dogovoru,,,,,Drugo,,Prodam,"Podravska, Miklavž na Dravskem polju, Miklavž na Dravskem polju",,,,,,,Skupna cena,02.09.2022. ob 09:28,Št. dni: 17 in 12 h,379 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-miklavz-dravskem-polju-oglas-9378365,9378365,,,,,,,flat,,,,,
271,119.000 €,,,,"51,00 m²",Drugo,1905.0,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,2.0,2015.0,Balkon,Vrt/dvorišče,Skupna cena,02.09.2022. ob 07:35,Št. dni: 17 in 10 h,8343 -krat,https://www.bolha.com/nepremicnine/stanovanje-podravska-maribor-center-maribor-center-3-sobno-pr-oglas-1452298,1452298,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"61,99 m²",EI ni potrebna (334. člen EZ-1),,flat,,,,,
272,273.000 €,,,,"79,50 m²",3-sobno,2012.0,Prodam,"Osrednjeslovenska, Škofljica, Lavrica",,,3.0,,Balkon,,Skupna cena,02.09.2022. ob 00:18,do prodaje,397 -krat,https://www.bolha.com/nepremicnine/skofljica-lavrica-stanovanje-3-sobno-prodaja-oglas-9900725,9900725,Delno opremljeno,2,Menjava za drugo nepremičnino ni možna,"100,00 m²",C (35 - 60 kWh/m2a),101199-163,flat,,,,,
273,95.400 €,,,,,2-sobno,1959.0,Prodam,"Savinjska, Šmartno ob Paki, Šmartno ob Paki",,,,,,,Skupna cena,02.09.2022. ob 00:15,do prodaje,272 -krat,https://www.bolha.com/nepremicnine/stanovanje-v-vecstanovanjski-stavbi-oglas-9900715,9900715,,,,,EI ni potrebna (334. člen EZ-1),490281029-75,flat,,,,,
274,398.000 €,,,,,4-sobno,2010.0,Prodam,"Obalno-kraška, Koper, Koper",,,,,,,Skupna cena,02.09.2022. ob 00:13,do prodaje,154 -krat,https://www.bolha.com/nepremicnine/koper-nokturno-oglas-9900711,9900711,,,,,,490111013-39,flat,,,,,
275,53.000 €,,,,"40,70 m²",1-sobno,1900.0,Prodam,"Podravska, Maribor, Studenci",,1.,,2018.0,,,Skupna cena,01.09.2022. ob 23:22,Št. dni: 17 in 2 h,3269 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-studenci-40.70-m2-oglas-9512332,9512332,,,,"35,00 m²",,,flat,,,,,
276,168.000 €,,,,,3-sobno,1979.0,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,1.,5.0,,Zaprt balkon,,Skupna cena,01.09.2022. ob 23:06,Št. dni: 17 in 1 h,475 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-vas-oglas-9753475,9753475,Popolnoma opremljeno,3,,"73,26 m²",B2 (25 - 35 kWh/m2a),,flat,,,,,
277,138.000 €,,,,"60,00 m²",2-sobno,1965.0,Prodam,"Primorsko-notranjska, Postojna, Postojna",V večstanovanjski stavbi,Pritličje,,2016.0,Terasa,,Skupna cena,01.09.2022. ob 21:04,Št. dni: 16 in 23 h,10307 -krat,https://www.bolha.com/nepremicnine/stanovanje-notranjsko-kraska-postojna-2-sob-60m2-atrijs-oglas-1452305,1452305,Delno opremljeno,,,,,,flat,,,,,
278,165.000 €,,,,"62,00 m²",2-sobno,2012.0,Prodam,"Podravska, Maribor, Košaki",V večstanovanjski stavbi,2.,2.0,2022.0,Balkon,,Skupna cena,01.09.2022. ob 20:42,Št. dni: 16 in 23 h,208 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-kosaki-62.00-m2-oglas-9900318,9900318,Popolnoma opremljeno,1,,,,,flat,,,,,
279,170.000 €,,,,"131,00 m²",5-sobno,1900.0,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,1.0,2000.0,Atrij,,Skupna cena,01.09.2022. ob 20:01,Št. dni: 16 in 22 h,8999 -krat,https://www.bolha.com/nepremicnine/5sobno-stanovanje-tloris-st-1-134m2-v-lepi-stari-mescanski-hisi-oglas-1457293,1457293,Neopremljeno,brez pripadajočega parkirišča,Možna menjava za drugo nepremičnino,"140,00 m²",EI ni potrebna (334. člen EZ-1),,flat,,,,,
280,229.000 €,,,,"36,00 m²",1-sobno,1920.0,Prodam,"Obalno-kraška, Piran, Piran",V večstanovanjski stavbi,2.,4.0,2010.0,,,Skupna cena,01.09.2022. ob 17:17,Št. dni: 16 in 19 h,124 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-piran-36.00-m2-oglas-9899367,9899367,,,Menjava za drugo nepremičnino ni možna,"39,00 m²",,,flat,,,,,
281,199.000 €,,,,"52,00 m²",2-sobno,2022.0,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,3.,5.0,,Balkon,,Skupna cena,01.09.2022. ob 17:06,Št. dni: 16 in 19 h,347 -krat,https://www.bolha.com/nepremicnine/prodaja-2-sobno-stanovanje-studenci-maribor-oglas-9899328,9899328,Popolnoma opremljeno,1,Menjava za drugo nepremičnino ni možna,"64,00 m²",A2 (10 - 15 kWh/m2a),,flat,,,,,
282,249.000 €,,,,"79,10 m²",3-sobno,1952.0,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V večstanovanjski stavbi,2.,3.0,2010.0,,,Skupna cena,01.09.2022. ob 16:03,Št. dni: 16 in 18 h,6124 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-siska-79.00-m2-oglas-8716532,8716532,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,,,,flat,,,,,
283,260.000 €,,,,"81,00 m²",3-sobno,1981.0,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,14.,,,,,Skupna cena,01.09.2022. ob 15:03,do prodaje,128 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-ljubljana-bezigrad-bezigrad-oglas-9898877,9898877,Popolnoma opremljeno,,,"81,00 m²",,HiskaPS146JO,flat,,,,,
284,214.990 €,,,,"71,12 m²",3-sobno,,Prodam,"Zasavska, Zagorje ob Savi, Brezje",V večstanovanjski stavbi,,3.0,,Terasa,,Skupna cena,01.09.2022. ob 15:01,do prodaje,53 -krat,https://www.bolha.com/nepremicnine/maribor-brezje-stanovanje-3-sobno-prodaja-oglas-9898855,9898855,,2,Menjava za drugo nepremičnino ni možna,"97,08 m²",,109210-112,flat,,,,,
285,138.000 €,,,,"83,00 m²",3-sobno,1959.0,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,,3.0,2017.0,,,Skupna cena,01.09.2022. ob 15:01,do prodaje,216 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-savinjska-celje-celje-oglas-9898850,9898850,Delno opremljeno,,,"83,00 m²",,PS00885MN,flat,,,,,
286,315.000 €,,,,"87,00 m²",,2012.0,Prodam,"Osrednjeslovenska, Škofljica, Škofljica",V večstanovanjski stavbi,Pritličje,4.0,,,,Skupna cena,01.09.2022. ob 15:00,do prodaje,57 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-osrednjeslovenska-skofljica-skofljica-oglas-9898849,9898849,Popolnoma opremljeno,,,"87,00 m²",,KODA: P1093LR,flat,,,,,
287,157.000 €,,,,"32,00 m²",,1963.0,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,,4.0,2019.0,,,Skupna cena,01.09.2022. ob 15:00,do prodaje,131 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-enosobno-ljubljana-moste-polje-moste-oglas-9898847,9898847,,,,"32,00 m²",,KODA: P1281TO,flat,,,,,
288,85.000 €,,,,"102,00 m²",2-sobno,1930.0,Prodam,"Zasavska, Trbovlje, Trbovlje",V večstanovanjski stavbi,Pritličje,1.0,2008.0,,,Skupna cena,01.09.2022. ob 15:00,do prodaje,135 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvosobno-zasavje-trbovlje-trbovlje-oglas-9898846,9898846,,,,"102,00 m²",,PS00096BH,flat,,,,,
289,315.000 €,,,,"87,00 m²",,2012.0,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,Pritličje,4.0,,,,Skupna cena,01.09.2022. ob 15:00,do prodaje,79 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-ljubljana-vic-rudnik-vic-oglas-9898844,9898844,Popolnoma opremljeno,,,"87,00 m²",,KODA: P1093LR,flat,,,,,
290,205.000 €,,,,"86,10 m²",3-sobno,1990.0,Prodam,"Goriška, Ajdovščina, Ajdovščina",V večstanovanjski stavbi,2.,2.0,2020.0,Balkon,,Skupna cena,01.09.2022. ob 14:29,Št. dni: 16 in 17 h,183 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ajdovscina-86.00-m2-oglas-9898691,9898691,Popolnoma opremljeno,,,"86,10 m²",,,flat,,,,,
291,94.900 €,,,,"55,40 m²",3-sobno,1968.0,Prodam,"Pomurska, Radenci, Radenci",V večstanovanjski stavbi,1.,4.0,,Balkon,,Skupna cena,01.09.2022. ob 13:59,do prodaje,215 -krat,https://www.bolha.com/nepremicnine/3-sobno-stanovanje-v-centru-radencev-oglas-9898563,9898563,Popolnoma opremljeno,,,"57,80 m²",D (60 - 105 kWh/m2a),03341-133,flat,,,,,
292,Po dogovoru,,,,,Drugo,1880.0,Prodam,"Koroška, Ribnica na Pohorju, Ribnica na Pohorju",V večstanovanjski stavbi,,2.0,1999.0,,,Skupna cena,01.09.2022. ob 13:29,Št. dni: 16 in 16 h,356 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ribnica-pohorju-oglas-9496181,9496181,Potrebno obnove,,,"100,00 m²",,,flat,,,,,
293,162.185 €,,,,,2-sobno,2023.0,Prodam,"Podravska, Ptuj, Ptuj",,,,,,,Skupna cena,01.09.2022. ob 13:23,do prodaje,476 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ptuj-oglas-9898420,9898420,,,,"84,80 m²",,,flat,,,,,
294,213.664 €,,,,,3-sobno,2023.0,Prodam,"Podravska, Ptuj, Ptuj",,,,,,,Skupna cena,01.09.2022. ob 13:20,do prodaje,306 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ptuj-oglas-9898405,9898405,,,,"105,30 m²",,,flat,,,,,
295,191.923 €,,,,,2-sobno,2023.0,Prodam,"Podravska, Ptuj, Ptuj",,,,,,,Skupna cena,01.09.2022. ob 13:17,do prodaje,201 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ptuj-oglas-9898381,9898381,,,,"118,70 m²",,,flat,,,,,
296,176.179 €,,,,,2-sobno,2023.0,Prodam,"Podravska, Ptuj, Ptuj",,,,,,,Skupna cena,01.09.2022. ob 12:55,do prodaje,213 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ptuj-oglas-9898263,9898263,,,,"90,40 m²",,,flat,,,,,
297,89.970 €,,,,"43,50 m²","1,5-sobno",1954.0,Prodam,"Savinjska, Celje, Center",V večstanovanjski stavbi,Visoko pritličje,3.0,2018.0,Balkon,Vrt/dvorišče,Skupna cena,01.09.2022. ob 12:01,Št. dni: 16 in 14 h,5527 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-center-45.00-m2-oglas-8776825,8776825,Popolnoma opremljeno,2,,"43,50 m²",EI v izdelavi,,flat,,,,,
298,165.000 €,,,,"75,00 m²","3,5-sobno",1958.0,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Visoko pritličje,3.0,2012.0,Balkon,,Skupna cena,01.09.2022. ob 11:17,do prodaje,402 -krat,https://www.bolha.com/nepremicnine/levstikova-ulica-maribor-oglas-9897848,9897848,,,,"82,00 m²",,5488,flat,,,,,
299,153.000 €,,,,"61,30 m²",2-sobno,2005.0,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,2.,3.0,2022.0,Balkon,,Skupna cena,01.09.2022. ob 10:28,Št. dni: 16 in 13 h,425 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-studenci-61.00-m2-oglas-9897585,9897585,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"78,10 m²",D (60 - 105 kWh/m2a),,flat,,,,,
300,92.000 €,,,,"34,80 m²",1-sobno,2006.0,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,Pritličje,3.0,,Atrij,,Skupna cena,01.09.2022. ob 08:55,do prodaje,536 -krat,https://www.bolha.com/nepremicnine/stanovanje-z-atrijem-pobrezje-maribor-oglas-9897021,9897021,Popolnoma opremljeno,,,"36,80 m²",C (35 - 60 kWh/m2a),5473,flat,,,,,
301,184.700 €,,,,"76,00 m²",3-sobno,1977.0,Prodam,"Podravska, Maribor, Koroška vrata",V večstanovanjski stavbi,6.,9.0,,Zaprt balkon,,Skupna cena,01.09.2022. ob 08:44,do prodaje,414 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-koroska-vrata-76.00-m2-oglas-9896972,9896972,,2,,"77,60 m²",D (60 - 105 kWh/m2a),5480,flat,,,,,
302,118.000 €,,,,,3-sobno,2000.0,Prodam,"Podravska, Maribor, Tabor",,1.,,,,,Skupna cena,01.09.2022. ob 04:05,do prodaje,1159 -krat,https://www.bolha.com/nepremicnine/3-sobno-stanovanje-taboru-oglas-9895983,9895983,,,,,,490321004-436,flat,,,,,
303,145.000 €,,,,,5-sobno,1993.0,Prodam,"Podravska, Rače, Fram",,,,,,Vrt/dvorišče,Skupna cena,01.09.2022. ob 04:05,do prodaje,219 -krat,https://www.bolha.com/nepremicnine/stanovanje-v-hisi-cudovitim-razgledom-oglas-9895982,9895982,,,,,,490321004-435,flat,,,,,
304,160.000 €,,,,"76,00 m²","3,5-sobno",1964.0,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,2.,4.0,2021.0,,,Skupna cena,31.08.2022. ob 18:24,Št. dni: 15 in 21 h,1002 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-tabor-pri-ukc-76.00-m2-oglas-9765377,9765377,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,"88,00 m²",,,flat,,,,,
305,157.000 €,,,,"43,00 m²",3-sobno,1850.0,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,Pritličje,,2015.0,,,Skupna cena,31.08.2022. ob 15:12,do prodaje,447 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-juzna-primorska-koper-capodistria-koper-oglas-9894023,9894023,Delno opremljeno,,,"43,00 m²",,PS22901266859231KR-1,flat,,,,,
306,114.900 €,,,,"54,00 m²",2-sobno,1956.0,Prodam,"Podravska, Maribor, Koroška vrata",V večstanovanjski stavbi,,4.0,2016.0,,,Skupna cena,31.08.2022. ob 15:11,do prodaje,423 -krat,https://www.bolha.com/nepremicnine/maribor-koroska-vrata-stanovanje-2-sobno-prodaja-oglas-9894010,9894010,Neopremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"62,10 m²",,100155-300,flat,,,,,
307,110.000 €,,,,"71,00 m²",3-sobno,1985.0,Prodam,"Zasavska, Trbovlje, Trbovlje",V večstanovanjski stavbi,3.,3.0,2013.0,,,Skupna cena,31.08.2022. ob 15:10,do prodaje,81 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvoinpolsobno-zasavje-trbovlje-trbovlje-oglas-9893999,9893999,Popolnoma opremljeno,,,"71,00 m²",,PS00097BH,flat,,,,,
308,110.000 €,,,,,Garsonjera,1969.0,Prodam,"Gorenjska, Kranj, Kranj",V večstanovanjski stavbi,3.,5.0,,Balkon,,Skupna cena,31.08.2022. ob 13:48,Št. dni: 15 in 16 h,805 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-kranj-center-oglas-9461650,9461650,,,,"26,07 m²",C (35 - 60 kWh/m2a),,flat,,,,,
309,135.000 €,,,,"31,80 m²",1-sobno,1976.0,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Polje",V večstanovanjski stavbi,Visoko pritličje,4.0,2018.0,Zaprt balkon,,Skupna cena,31.08.2022. ob 12:17,do prodaje,210 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-polje-31.00-m2-oglas-9893195,9893195,,,,"29,40 m²",,299,flat,,,,,
310,46.990 €,,,,"23,80 m²",Garsonjera,1925.0,Prodam,"Savinjska, Celje, Gaberje",V večstanovanjski stavbi,Pritličje,3.0,2005.0,,,Skupna cena,31.08.2022. ob 11:52,do prodaje,578 -krat,https://www.bolha.com/nepremicnine/garsonjera-celje-center-23.87-m2-pritlicje-oglas-9893073,9893073,,,,"23,80 m²",D (60 - 105 kWh/m2a),5395,flat,,,,,
311,167.500 €,,,,"38,30 m²",1-sobno,1964.0,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",,3.,,,,,Skupna cena,31.08.2022. ob 10:05,do prodaje,4337 -krat,https://www.bolha.com/nepremicnine/stanovanje-1-sobno-ljubljana-bezigrad-38.3-m2-oglas-9892525,9892525,,,,,D (60 - 105 kWh/m2a),,flat,,,,,
312,229.000 €,,,,"60,60 m²",2-sobno,1963.0,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Savsko naselje",,12.,14.0,,,,Skupna cena,31.08.2022. ob 09:31,do prodaje,100 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-savsko-naselje-60.00-m2-oglas-9892359,9892359,,,,,C (35 - 60 kWh/m2a),,flat,,,,,
313,82.000 €,,,,"98,00 m²",5-sobno,1973.0,Prodam,"Posavska, Sevnica, Boštanj",V večstanovanjski stavbi,Pritličje,3.0,2010.0,,,Skupna cena,31.08.2022. ob 06:56,Št. dni: 15 in 9 h,390 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-sevnica-98.00-m2-oglas-9891958,9891958,Delno opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,,D (60 - 105 kWh/m2a),,flat,,,,,
314,139.500 €,,,,,2-sobno,1984.0,Prodam,"Savinjska, Celje, Celje",,,,,,,Skupna cena,31.08.2022. ob 00:17,do prodaje,1152 -krat,https://www.bolha.com/nepremicnine/prenovljeno-opremljeno-stanovanje-hudinji-oglas-9891171,9891171,,,,,,490281026-186,flat,,,,,
315,132.000 €,,,,"52,00 m²","2,5-sobno",1978.0,Prodam,"Savinjska, Celje, Nova vas",,3.,4.0,,Balkon,,Skupna cena,30.08.2022. ob 21:44,Št. dni: 15,249 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-vas-52.00-m2-oglas-9890839,9890839,Popolnoma opremljeno,,,,,,flat,,,,,
316,16.000 €,,,,"78,30 m²",Drugo,1950.0,Prodam,"Osrednjeslovenska, Litija, Litija",V hiši,Mansarda,2.0,1980.0,,,Skupna cena,30.08.2022. ob 21:26,Št. dni: 15,2373 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-praprosce-litija-podstresno-78.00-m2-v-hisi-oglas-8384731,8384731,,,,"78,30 m²",,,flat,,,,,
317,145.000 €,,,,"70,00 m²",3-sobno,1921.0,Prodam,"Savinjska, Celje, Savinja",,,,2017.0,,,Skupna cena,30.08.2022. ob 18:01,Št. dni: 22 in 9 h,9156 -krat,https://www.bolha.com/nepremicnine/stanovanje-savinjska-celje-center-3-sobno-71-m2-oglas-1518162,1518162,,,Možna menjava za drugo nepremičnino,,,,flat,,,,,
318,135.000 €,,,,"60,00 m²",3-sobno,1920.0,Prodam,"Savinjska, Laško, Laško",V večstanovanjski stavbi,Pritličje,1.0,2018.0,,Vrt/dvorišče,Skupna cena,30.08.2022. ob 18:00,Št. dni: 22 in 9 h,2438 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-lasko-60.50-m2-menjam-hiso-oglas-8216472,8216472,Delno opremljeno,,Možna menjava za drugo nepremičnino,"65,00 m²",E (105 - 150 kWh/m2a),,flat,,,,,
319,175.000 €,,,,"55,00 m²",1-sobno,2016.0,Prodam,"Obalno-kraška, Koper, Dekani",V hiši,1.,1.0,,"Balkon, Terasa",Lopa za shranjevanje,Skupna cena,30.08.2022. ob 15:50,Št. dni: 14 in 18 h,1358 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-dekani-55.00-m2-oglas-9461022,9461022,Popolnoma opremljeno,2,,"35,00 m²",,,flat,,,,,
320,155.000 €,,,,"90,00 m²",,1862.0,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,2.,3.0,2012.0,,,Skupna cena,30.08.2022. ob 15:12,do prodaje,368 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-savinjska-celje-celje-oglas-9889078,9889078,,,,"90,00 m²",,PS01651AP,flat,,,,,
321,278.600 €,,,,"68,00 m²",3-sobno,1978.0,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,12.,14.0,,,,Skupna cena,30.08.2022. ob 15:12,do prodaje,135 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-ljubljana-bezigrad-bezigrad-oglas-9889074,9889074,Popolnoma opremljeno,,,"68,00 m²",,PS22901266859297BŠ,flat,,,,,
322,98.000 €,,,,"81,10 m²",3-sobno,1980.0,Prodam,"Pomurska, Lendava, Lendava",V večstanovanjski stavbi,,,,,,Skupna cena,30.08.2022. ob 15:11,do prodaje,186 -krat,https://www.bolha.com/nepremicnine/lendava-stanovanje-3-sobno-prodaja-oglas-9889067,9889067,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"73,50 m²",C (35 - 60 kWh/m2a),100229-21,flat,,,,,
323,170.000 €,,,,"56,00 m²",2-sobno,1920.0,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,Pritličje,2.0,2018.0,"Terasa, Atrij","Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta",Skupna cena,30.08.2022. ob 14:44,Št. dni: 14 in 17 h,472 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-tabor-56.00-m2-oglas-9173034,9173034,Delno opremljeno,,Menjava za drugo nepremičnino ni možna,"50,00 m²",B2 (25 - 35 kWh/m2a),,flat,,,,,
