,Cena,Približno,Neto cena,DDV,Bivalna površina,Vrsta stanovanja,Leto izgradnje,Vrsta ponudbe,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Leto zadnje prenove,Balkon / terasa / atrij,Zunanje površine in oprema,Vrsta cene,Oglas je objavljen,Do poteka še,Oglas je prikazan,Link,Šifra oglasa,Opremljenost in stanje,Število parkirnih mest,Možnost menjave,Neto površina,Energetski razred,Interna številka oglasa,type,Število sob,Število nadstropij,Vrsta hiše (gradnja),Vrsta hiše,Površina parcele
324,188.000 €,,,,"46,20 m²",2-sobno,1800.0,Prodam,"Obalno-kraška, Izola, Izola",V večstanovanjski stavbi,1.,3.0,2000.0,Terasa,,Skupna cena,30.08.2022. ob 12:02,do prodaje,801 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-izola-46.00-m2-oglas-9583077,9583077,Popolnoma opremljeno,,,"46,20 m²",D (60 - 105 kWh/m2a),,flat,,,,,
325,290.000 €,,,,"135,00 m²","3,5-sobno",1999.0,Prodam,"Podravska, Maribor, Magdalena",V večstanovanjski stavbi,Mansarda,5.0,2018.0,Terasa,,Skupna cena,30.08.2022. ob 10:50,Št. dni: 14 in 13 h,7233 -krat,https://www.bolha.com/nepremicnine/stanovanje-podravska-maribor-tabor-4-sobno-170-m2-prodam-oglas-1447481,1447481,Popolnoma opremljeno,,,"170,00 m²",EI v izdelavi,,flat,,,,,
326,109.000 €,,,,"34,90 m²","1,5-sobno",,Prodam,"Obalno-kraška, Divača, Divača",V večstanovanjski stavbi,Pritličje,3.0,2008.0,,,Skupna cena,30.08.2022. ob 07:01,Št. dni: 26 in 18 h,3770 -krat,https://www.bolha.com/nepremicnine/brez-provizije-nepremicninske-agencije-vseljivo-takoj-oglas-9436734,9436734,Delno opremljeno,,Menjava za drugo nepremičnino ni možna,"34,90 m²",,,flat,,,,,
327,129.800 €,,,,"57,80 m²","2,5-sobno",1978.0,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,,,2022.0,Balkon,,Skupna cena,29.08.2022. ob 23:20,Št. dni: 14 in 1 h,828 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-vas-51.40-m2-oglas-9886007,9886007,,,,"57,80 m²",,,flat,,,,,
328,115.000 €,,,,"40,00 m²","1,5-sobno",2006.0,Prodam,"Zasavska, Zagorje ob Savi, Kisovec",V večstanovanjski stavbi,1.,5.0,2018.0,Balkon,,Skupna cena,29.08.2022. ob 20:38,Št. dni: 13 in 23 h,115 -krat,https://www.bolha.com/nepremicnine/prodam-stanovanje-kisovec-40.00-m2-oglas-9885494,9885494,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,"44,93 m²",B2 (25 - 35 kWh/m2a),,flat,,,,,
329,184.000 €,,,,"53,00 m²","2,5-sobno",1979.0,Prodam,"Savinjska, Celje, Nova vas",,7.,,2022.0,,,Skupna cena,29.08.2022. ob 15:41,Št. dni: 13 in 18 h,244 -krat,https://www.bolha.com/nepremicnine/stanovanje-celje-2.5-sobno-60m2-vas-obnovljeno-oglas-9884093,9884093,,,,"60,50 m²",,,flat,,,,,
330,89.000 €,,,,"34,10 m²",1-sobno,1966.0,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,5.,5.0,2017.0,,,Skupna cena,29.08.2022. ob 15:37,Št. dni: 13 in 18 h,2284 -krat,https://www.bolha.com/nepremicnine/1-sobno-stanovanje-ljubljanski-94b-prodam-oglas-8835453,8835453,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,"38,70 m²",D (60 - 105 kWh/m2a),,flat,,,,,
331,115.000 €,,,,"124,50 m²","4,5-sobno",1946.0,Prodam,"Savinjska, Vojnik, Arclin",,1.,,2000.0,,,Skupna cena,29.08.2022. ob 15:05,do prodaje,176 -krat,https://www.bolha.com/nepremicnine/stanovanje-4.5-sobno-arclin-celje-124.5-m2-oglas-9883919,9883919,,,,,,,flat,,,,,
332,159.900 €,,,,"76,50 m²",2-sobno,1935.0,Prodam,"Podravska, Maribor, Koroška vrata",V večstanovanjski stavbi,2.,3.0,2017.0,Balkon,,Skupna cena,29.08.2022. ob 13:58,do prodaje,2944 -krat,https://www.bolha.com/nepremicnine/prostorno-2-sobno-stanovanje-z-balkonom-in-kabinet-gosposvetska-cesta-oglas-9883592,9883592,,,,"91,50 m²",D (60 - 105 kWh/m2a),5486,flat,,,,,
333,84.284 €,,,,"55,95 m²",2-sobno,2022.0,Prodam,"Pomurska, Turnišče, Turnišče",V večstanovanjski stavbi,1.,,,Balkon,,Skupna cena,29.08.2022. ob 13:32,do prodaje,406 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-turnisce-55.00-m2-oglas-9883486,9883486,Neopremljeno,,,"46,64 m²",,6502862,flat,,,,,
334,Po dogovoru,,,,,"2,5-sobno",1958.0,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Savsko naselje",V večstanovanjski stavbi,3.,,,Balkon,,Skupna cena,29.08.2022. ob 12:34,do prodaje,619 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-savsko-naselje-oglas-9500242,9500242,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"76,60 m²",C (35 - 60 kWh/m2a),,flat,,,,,
335,3.070 €,,,,"145,00 m²",4-sobno,1840.0,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,Pritličje,,1995.0,,,Cena na m²,29.08.2022. ob 12:33,do prodaje,118 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-145.00-m2-oglas-9883161,9883161,,,,,E (105 - 150 kWh/m2a),M68,flat,,,,,
336,220.000 €,,,,"55,00 m²",2-sobno,1963.0,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Kodeljevo",V večstanovanjski stavbi,Visoko pritličje,3.0,2019.0,,,Skupna cena,29.08.2022. ob 12:04,1 dan in 18 h,4305 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-moste-55.00-m2-oglas-3663742,3663742,Delno opremljeno,,,"55,00 m²",A1 (0 - 10 kWh/m2a),,flat,,,,,
337,99.000 €,,,,"74,00 m²",3-sobno,1977.0,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,1.,,,"Balkon, Terasa",,Skupna cena,29.08.2022. ob 11:41,do prodaje,1961 -krat,https://www.bolha.com/nepremicnine/trisobno-stanovanje-balkon-pobrezje-74.00-m2-oglas-9882912,9882912,,,,,EI v izdelavi,,flat,,,,,
338,74.900 €,,,,"41,00 m²",1-sobno,1959.0,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,3.,3.0,2020.0,,,Skupna cena,29.08.2022. ob 11:29,do prodaje,531 -krat,https://www.bolha.com/nepremicnine/enosobno-stanovanje-pobrezje-41.00-m2-oglas-9882842,9882842,,,,,EI v izdelavi,,flat,,,,,
339,139.900 €,,,,"69,00 m²",3-sobno,1973.0,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,10.,12.0,2013.0,Balkon,,Skupna cena,29.08.2022. ob 11:13,do prodaje,290 -krat,https://www.bolha.com/nepremicnine/trisobno-stanovanje-z-balkonom-in-razgledi-pobrezje-68.80-m2-oglas-9882777,9882777,,,,,EI v izdelavi,,flat,,,,,
340,92.500 €,,,,"67,00 m²","2,5-sobno",1972.0,Prodam,"Pomurska, Gornja Radgona, Gornja Radgona",,2.,3.0,2008.0,Balkon,,Skupna cena,29.08.2022. ob 11:09,Št. dni: 13 in 13 h,10584 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-gornja-radgona-67.00-m2-oglas-8603570,8603570,Popolnoma opremljeno,,,"74,00 m²",,,flat,,,,,
341,160.000 €,,,,"72,00 m²","3,5-sobno",1991.0,Prodam,"Podravska, Maribor, Borštnikova ul.",V večstanovanjski stavbi,1.,4.0,2021.0,,,Skupna cena,29.08.2022. ob 10:02,Št. dni: 13 in 12 h,997 -krat,https://www.bolha.com/nepremicnine/borstnikova-ulica-oglas-9408264,9408264,,,Menjava za drugo nepremičnino ni možna,"69,00 m²",,,flat,,,,,
342,1.385.000 €,,,,"51,00 m²",3-sobno,1960.0,Prodam,"Savinjska, Celje, Center",V večstanovanjski stavbi,4.,5.0,2013.0,Balkon,,Skupna cena,28.08.2022. ob 21:56,Št. dni: 13,279 -krat,https://www.bolha.com/nepremicnine/miklosiceva-ulica-celje-61.1-m2-oglas-9881138,9881138,Popolnoma opremljeno,brez pripadajočega parkirišča,,"61,00 m²",F (150 - 210 kWh/m2a),,flat,,,,,
343,Po dogovoru,,,,"55,00 m²",2-sobno,1971.0,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,2.,5.0,2016.0,Balkon,,Skupna cena,28.08.2022. ob 20:41,Št. dni: 12 in 23 h,158 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-koper-55.00-m2-oglas-9880831,9880831,,,,"54,00 m²",,,flat,,,,,
344,149.000 €,,,,"80,00 m²",3-sobno,1980.0,Prodam,"Podravska, Maribor, Nova Vas",,1.,5.0,2012.0,,,Skupna cena,28.08.2022. ob 20:18,Št. dni: 12 in 22 h,1512 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-vas-80.00-m2-oglas-8879564,8879564,Delno opremljeno,,Možna menjava za drugo nepremičnino,"78,00 m²",,,flat,,,,,
345,219.000 €,,,,"106,00 m²","4,5-sobno",2003.0,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Pritličje,6.0,2022.0,,,Skupna cena,28.08.2022. ob 19:21,Št. dni: 0 in 16 h,5773 -krat,https://www.bolha.com/nepremicnine/4.5-sobno-dravske-terase-duplex-z-gar-m-mb-center-106-m2-oglas-9338675,9338675,Popolnoma opremljeno,1,Menjava za drugo nepremičnino ni možna,"121,00 m²",EI v izdelavi,,flat,,,,,
346,157.000 €,,,,"78,41 m²","2,5-sobno",1911.0,Prodam,"Podravska, Maribor, Magdalena",V večstanovanjski stavbi,Mansarda,2.0,2005.0,,Vrt/dvorišče,Skupna cena,28.08.2022. ob 15:32,Št. dni: 12 in 18 h,276 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-tabor-oglas-9879088,9879088,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"81,25 m²",EI v izdelavi,,flat,,,,,
347,89.900 €,,,,"44,50 m²",1-sobno,1984.0,Prodam,"Podravska, Maribor, Nova Vas",,,,,Balkon,,Skupna cena,28.08.2022. ob 15:11,do prodaje,456 -krat,https://www.bolha.com/nepremicnine/1-sobno-stanovanje-z-balkonom-maribor-vas-oglas-9878962,9878962,,,,,EI v izdelavi,8900,flat,,,,,
348,159.000 €,,,,"73,00 m²",1-sobno,1906.0,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,3.0,2020.0,,,Skupna cena,28.08.2022. ob 15:11,do prodaje,234 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvosobno-podravska-maribor-center-oglas-9878953,9878953,,brez pripadajočega parkirišča,,"73,00 m²",,PS38622268SŠ,flat,,,,,
349,2.500 €,,,,,,2023.0,Prodam,"Podravska, Ptuj, Ptuj",,,,,,,Cena na m²,28.08.2022. ob 15:06,do prodaje,480 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ptuj-oglas-9878920,9878920,,,,,,,flat,,,,,
350,110.000 €,,,,"50,00 m²",2-sobno,1920.0,Prodam,"Osrednjeslovenska, Kamnik, Mekinje",V večstanovanjski stavbi,Pritličje,3.0,2016.0,,Lopa za shranjevanje,Skupna cena,28.08.2022. ob 11:54,Št. dni: 12 in 14 h,938 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-mekinje-50.00-m2-oglas-9564418,9564418,Popolnoma opremljeno,1,,"52,00 m²",EI ni potrebna (334. člen EZ-1),,flat,,,,,
351,Po dogovoru,,,,"74,00 m²",2-sobno,1968.0,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V večstanovanjski stavbi,Visoko pritličje,4.0,1980.0,,"Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta",Skupna cena,28.08.2022. ob 09:39,Št. dni: 12 in 12 h,988 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-murska-sobota-72.00-m2-oglas-9876932,9876932,Popolnoma opremljeno,1,Menjava za drugo nepremičnino ni možna,"90,00 m²",,,flat,,,,,
352,125.000 €,,,,"60,00 m²",2-sobno,1980.0,Prodam,"Savinjska, Velenje, Velenje",V večstanovanjski stavbi,2.,6.0,,,,Skupna cena,27.08.2022. ob 18:53,Št. dni: 11 in 21 h,277 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-velenje-60.00-m2-oglas-9874801,9874801,,,,,,,flat,,,,,
353,169.000 €,,,,"78,00 m²","3,5-sobno",1958.0,Prodam,"Goriška, Nova Gorica, Nova Gorica",V večstanovanjski stavbi,2.,2.0,2004.0,Balkon,,Skupna cena,27.08.2022. ob 16:59,Št. dni: 11 in 19 h,939 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-gorica-71.00-m2-oglas-9155792,9155792,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"83,00 m²",EI v izdelavi,,flat,,,,,
354,352.990 €,,,,"57,40 m²",2-sobno,2012.0,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,11.,20.0,2018.0,Terasa,,Skupna cena,27.08.2022. ob 15:46,do prodaje,170 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-center-57.00-m2-oglas-9874152,9874152,Popolnoma opremljeno,1,,"44,10 m²",B1 (15 - 25 kWh/m2a),296,flat,,,,,
355,222.000 €,,,,"83,00 m²",3-sobno,2003.0,Prodam,"Podravska, Maribor, Radvanje",V večstanovanjski stavbi,Pritličje,2.0,,,,Skupna cena,27.08.2022. ob 15:12,do prodaje,384 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-podravska-maribor-zgornje-radvanje-oglas-9874055,9874055,Popolnoma opremljeno,,,"83,00 m²",,PS4647752DS-1,flat,,,,,
356,169.000 €,,,,"36,50 m²",1-sobno,1965.0,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V večstanovanjski stavbi,Visoko pritličje,4.0,2008.0,Zaprt balkon,,Skupna cena,27.08.2022. ob 14:30,do prodaje,234 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-rudnik-36.50-m2-oglas-9873861,9873861,Delno opremljeno,,,"31,30 m²",B2 (25 - 35 kWh/m2a),296,flat,,,,,
357,198.000 €,,,,"50,00 m²",3-sobno,1895.0,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,Klet,3.0,2021.0,,,Skupna cena,27.08.2022. ob 11:24,Št. dni: 11 in 13 h,5863 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-center-50.00-m2-oglas-7951558,7951558,Popolnoma opremljeno,1,,"50,00 m²",,,flat,,,,,
358,75.990 €,,,,"36,00 m²",1-sobno,1969.0,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,2.,5.0,2014.0,,,Skupna cena,27.08.2022. ob 11:19,do prodaje,491 -krat,https://www.bolha.com/nepremicnine/enosobno-stanovanje-dvigalo-tabor-36.00-m2-oglas-9872997,9872997,,,,,EI v izdelavi,,flat,,,,,
359,195.000 €,,,,"100,00 m²","3,5-sobno",1979.0,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,8.,8.0,,Balkon,,Skupna cena,27.08.2022. ob 11:12,do prodaje,198 -krat,https://www.bolha.com/nepremicnine/3.5-sobno-stanovanje-maribor-tabor-100-m2-oglas-9872970,9872970,,,,,EI v izdelavi,,flat,,,,,
360,28.900 €,,,,"25,34 m²",Garsonjera,1900.0,Prodam,"Podravska, Hoče, Rogoza",V večstanovanjski stavbi,2.,2.0,2010.0,,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,26.08.2022. ob 19:23,Št. dni: 10 in 21 h,709 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-rogoza-25.00-m2-oglas-9870990,9870990,Delno opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"29,84 m²",E (105 - 150 kWh/m2a),,flat,,,,,
361,92.000 €,,,,"85,00 m²",3-sobno,1980.0,Prodam,"Jugovzhodna Slovenija, Kočevje, Kočevje",V večstanovanjski stavbi,4.,4.0,2011.0,Zaprt balkon,,Skupna cena,26.08.2022. ob 18:46,Št. dni: 10 in 21 h,2234 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-kocevje-85.00-m2-oglas-8295375,8295375,Popolnoma opremljeno,brez pripadajočega parkirišča,,"90,00 m²",EI v izdelavi,,flat,,,,,
362,230.000 €,,,,"45,00 m²",,1900.0,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,3.,,2021.0,,,Skupna cena,26.08.2022. ob 15:14,do prodaje,821 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvosobno-juzna-primorska-koper-capodistria-koper-oglas-9869658,9869658,Popolnoma opremljeno,,,"45,00 m²",,PS22901266859295VB,flat,,,,,
363,289.000 €,,,,"80,00 m²",,1974.0,Prodam,"Obalno-kraška, Koper, Koper",,,,,,,Skupna cena,26.08.2022. ob 15:11,do prodaje,223 -krat,https://www.bolha.com/nepremicnine/stirisobno-stanovanje-koper-80-m2-prodaja-oglas-9869642,9869642,,,,,,,flat,,,,,
364,187.000 €,,,,"81,00 m²",3-sobno,2007.0,Prodam,"Podravska, Maribor, Koroška vrata",V večstanovanjski stavbi,4.,5.0,,,,Skupna cena,26.08.2022. ob 15:10,do prodaje,247 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-podravska-maribor-koroska-vrata-oglas-9869628,9869628,Popolnoma opremljeno,,,"81,00 m²",,2008,flat,,,,,
365,94.900 €,,,,"72,20 m²",3-sobno,1979.0,Prodam,"Podravska, Ruše, Ruše",,4.,4.0,,Balkon,,Skupna cena,26.08.2022. ob 14:55,do prodaje,477 -krat,https://www.bolha.com/nepremicnine/3-sobno-stanovanje-z-balkonom-podravska-ruse-oglas-9869563,9869563,Neopremljeno,,,"81,00 m²",C (35 - 60 kWh/m2a),02148-210,flat,,,,,
366,125.000 €,,,,"46,00 m²","1,5-sobno",1930.0,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,Pritličje,2.0,2000.0,,,Skupna cena,26.08.2022. ob 14:35,Št. dni: 10 in 17 h,11661 -krat,https://www.bolha.com/nepremicnine/stanovanje-podravska-maribor-tabor-1-sobno-46-m2-prodam-oglas-1480594,1480594,Popolnoma opremljeno,,,"46,00 m²",EI v izdelavi,,flat,,,,,
367,177.800 €,,,,"64,30 m²",3-sobno,2012.0,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",,Pritličje,4.0,,"Terasa, Atrij",,Skupna cena,26.08.2022. ob 14:32,do prodaje,402 -krat,https://www.bolha.com/nepremicnine/cudovito-3-sobno-stanovanje-z-atrijem-podravska-lenart-oglas-9869490,9869490,Popolnoma opremljeno,,,"70,70 m²",B2 (25 - 35 kWh/m2a),02148-213,flat,,,,,
368,190.000 €,,,,"53,00 m²",2-sobno,2009.0,Prodam,"Gorenjska, Kranj, Kranj",V večstanovanjski stavbi,Pritličje,3.0,,Loža,,Skupna cena,26.08.2022. ob 14:21,Št. dni: 10 in 16 h,212 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-kranj-53.00-m2-oglas-9869454,9869454,Delno opremljeno,,,"69,00 m²",,,flat,,,,,
369,145.000 €,,,,"53,80 m²",3-sobno,1966.0,Prodam,"Osrednjeslovenska, Borovnica, Borovnica",,Pritličje,,2014.0,,,Skupna cena,26.08.2022. ob 10:48,do prodaje,256 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-borovnica-53.80-m2-oglas-9868326,9868326,,,,,,SP4102,flat,,,,,
370,125.000 €,,,,"65,60 m²","2,5-sobno",1981.0,Prodam,"Savinjska, Šentjur, Šentjur",V večstanovanjski stavbi,4.,4.0,2018.0,Zaprt balkon,Vrt/dvorišče,Skupna cena,26.08.2022. ob 10:18,Št. dni: 10 in 12 h,1198 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-sentjur-65.60-m2-oglas-9577320,9577320,Neopremljeno,,Menjava za drugo nepremičnino ni možna,"68,70 m²",B2 (25 - 35 kWh/m2a),,flat,,,,,
371,170.000 €,,,,"65,40 m²","2,5-sobno",1960.0,Prodam,"Osrednjeslovenska, Domžale, Domžale",V večstanovanjski stavbi,2.,2.0,2010.0,Balkon,,Skupna cena,26.08.2022. ob 10:15,do prodaje,160 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-domzale-65.40-m2-oglas-9868204,9868204,,,,"65,40 m²",,,flat,,,,,
372,Po dogovoru,,,,"129,90 m²",3-sobno,1912.0,Prodam,"Osrednjeslovenska, Škofljica, Škofljica",V večstanovanjski stavbi,1.,2.0,2001.0,Balkon,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,26.08.2022. ob 09:55,Št. dni: 10 in 12 h,1611 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-skofljica-129.00-m2-oglas-8587605,8587605,,,,"129,90 m²",E (105 - 150 kWh/m2a),,flat,,,,,
373,285.000 €,,,,"85,60 m²",3-sobno,2008.0,Prodam,"Osrednjeslovenska, Komenda, Klanec",V hiši,Pritličje,1.0,,"Terasa, Atrij","Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,26.08.2022. ob 09:54,do prodaje,100 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-klanec-85.60-m2-oglas-9868128,9868128,Delno opremljeno,2,,"85,60 m²",,,flat,,,,,
374,170.000 €,,,,"83,00 m²",3-sobno,1940.0,Prodam,"Jugovzhodna Slovenija, Novo mesto, Novo mesto",V hiši,Pritličje,2.0,2012.0,Terasa,,Skupna cena,26.08.2022. ob 08:52,Št. dni: 10 in 11 h,2999 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-mesto-83.00-m2-oglas-9584984,9584984,,3,,,,,flat,,,,,
375,280.000 €,,,,"42,20 m²","1,5-sobno",1922.0,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,Visoko pritličje,5.0,2020.0,,,Skupna cena,26.08.2022. ob 06:50,do prodaje,144 -krat,https://www.bolha.com/nepremicnine/1.5-sobno-stanovanje-ljubljana-center-48-m2-oglas-9867715,9867715,Popolnoma opremljeno,,,"48,00 m²",C (35 - 60 kWh/m2a),292,flat,,,,,
376,145.000 €,,,,,1-sobno,1904.0,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,,,,Skupna cena,26.08.2022. ob 00:16,do prodaje,227 -krat,https://www.bolha.com/nepremicnine/1-sobno-svetlo-polkletno-stanovanje-oglas-9866476,9866476,,,,,D (60 - 105 kWh/m2a),490391008-503,flat,,,,,
377,347.500 €,,,,,2-sobno,2022.0,Prodam,"Obalno-kraška, Koper, Koper",,,,,,Bazen,Skupna cena,26.08.2022. ob 00:13,do prodaje,201 -krat,https://www.bolha.com/nepremicnine/koper-solis-2-sobno-stanovanje-oglas-9866471,9866471,,,,,,490111019-151,flat,,,,,
378,330.000 €,,,,"79,70 m²",3-sobno,1938.0,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,3.,4.0,2005.0,Balkon,,Skupna cena,25.08.2022. ob 23:40,Št. dni: 10 in 2 h,6531 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-center-79.00-m2-oglas-8618231,8618231,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"82,60 m²",EI ni potrebna (334. člen EZ-1),,flat,,,,,
379,268.000 €,,,,"104,10 m²","4,5-sobno",1974.0,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,6.,9.0,,Balkon,,Skupna cena,25.08.2022. ob 23:17,Št. dni: 10 in 1 h,444 -krat,https://www.bolha.com/nepremicnine/4.5-sobno-stanovanje-mb-center-presernova-ulica-104.10-m2-oglas-9866411,9866411,Delno opremljeno,,Menjava za drugo nepremičnino ni možna,"107,10 m²",D (60 - 105 kWh/m2a),,flat,,,,,
380,165.000 €,,,,"34,00 m²",Garsonjera,1975.0,Prodam,"Gorenjska, Kranjska Gora, Kranjska Gora",V večstanovanjski stavbi,4.,5.0,,Loža,,Skupna cena,25.08.2022. ob 17:03,Št. dni: 9 in 19 h,1552 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-kranjska-gora-34.00-m2-oglas-9518843,9518843,,,Možna menjava za drugo nepremičnino,,,,flat,,,,,
381,120.000 €,,,,"53,80 m²",2-sobno,1977.0,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,,4.0,2013.0,"Balkon, Zaprt balkon",,Skupna cena,25.08.2022. ob 15:11,do prodaje,327 -krat,https://www.bolha.com/nepremicnine/maribor-pobrezje-stanovanje-2-sobno-prodaja-oglas-9864763,9864763,Delno opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"61,10 m²",EI v izdelavi,100115-36,flat,,,,,
382,37.000 €,,,,"138,00 m²",,1904.0,Prodam,"Podravska, Maribor okolica, Rošpoh - Del",V večstanovanjski stavbi,1.,,,,,Skupna cena,25.08.2022. ob 15:11,do prodaje,721 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-podravska-maribor-okolica-rospoh-del-oglas-9864761,9864761,,brez pripadajočega parkirišča,,"138,00 m²",,PS38622266PV,flat,,,,,
383,258.000 €,,,,"72,20 m²","3,5-sobno",1948.0,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",,,,2012.0,,,Skupna cena,25.08.2022. ob 14:53,do prodaje,227 -krat,https://www.bolha.com/nepremicnine/ljubljana-siska-prostorno-in-svetlo-3.5-sobno-stanovanje-oglas-9864679,9864679,,,,,C (35 - 60 kWh/m2a),,flat,,,,,
384,169.000 €,,,,"38,20 m²","1,5-sobno",1969.0,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,11.,12.0,2012.0,,,Skupna cena,25.08.2022. ob 14:08,do prodaje,95 -krat,https://www.bolha.com/nepremicnine/ljubljana-moste-38.00-m2-oglas-9864470,9864470,,,,,,G221,flat,,,,,
385,149.900 €,,,,"87,00 m²",3-sobno,2007.0,Prodam,"Podravska, Maribor, Center",,3.,,2020.0,Balkon,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,25.08.2022. ob 11:55,Št. dni: 9 in 14 h,10684 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-center-87.00-m2-oglas-7653583,7653583,Popolnoma opremljeno,1,,"87,00 m²",,,flat,,,,,
386,119.000 €,,,,"28,30 m²",Garsonjera,1996.0,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V večstanovanjski stavbi,2.,4.0,,,,Skupna cena,25.08.2022. ob 10:24,Št. dni: 9 in 12 h,318 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-rudnik-28.00-m2-oglas-9863534,9863534,Popolnoma opremljeno,1,,"26,00 m²",,,flat,,,,,
