,Cena,Približno,Neto cena,DDV,Bivalna površina,Vrsta stanovanja,Leto izgradnje,Vrsta ponudbe,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Leto zadnje prenove,Balkon / terasa / atrij,Zunanje površine in oprema,Vrsta cene,Oglas je objavljen,Do poteka še,Oglas je prikazan,Link,Šifra oglasa,Opremljenost in stanje,Število parkirnih mest,Možnost menjave,Neto površina,Energetski razred,Interna številka oglasa
206,189.000 €,,,,,"4,5-sobno",1974,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,3.,7,2019,Balkon,,Skupna cena,05.09.2022. ob 19:49,Št. dni: 20 in 22 h,193 -krat,https://www.bolha.com/nepremicnine/prodam-stanovanje-4.5-sobno-tabor-84-m2-oglas-9918153,9918153,,,,"84,00 m²",,
207,74.400 €,,,,"76,40 m²",2-sobno,1870,Prodam,"Podravska, Maribor, Magdalena",V večstanovanjski stavbi,1.,3,1970,,,Skupna cena,05.09.2022. ob 19:02,Št. dni: 20 in 21 h,1030 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-strma-cesta-3-76.40-m2-oglas-9463061,9463061,,,,,EI ni potrebna (334. člen EZ-1),
208,65.900 €,,,,"44,90 m²",1-sobno,1870,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,3,1970,,,Skupna cena,05.09.2022. ob 19:01,Št. dni: 20 in 21 h,736 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-center-44.90-m2-oglas-9463038,9463038,,,,,EI ni potrebna (334. člen EZ-1),
209,102.900 €,,,,"63,00 m²",3-sobno,1960,Prodam,"Pomurska, Gornja Radgona, Gornja Radgona",V večstanovanjski stavbi,3.,3,2018,Balkon,Vrt/dvorišče,Skupna cena,05.09.2022. ob 18:58,Št. dni: 20 in 21 h,4080 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-gornja-radgona-63.00-m2-oglas-8370737,8370737,Delno opremljeno,,,"72,00 m²",C (35 - 60 kWh/m2a),
210,90.000 €,,,,"82,00 m²",4-sobno,1970,Prodam,"Podravska, Maribor okolica, Razvanje",V hiši,,,2018,Balkon,Vrt/dvorišče,Skupna cena,05.09.2022. ob 17:28,Št. dni: 20 in 20 h,1375 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-razvanje-82.00-m2-oglas-9316932,9316932,Neopremljeno,,,,,
211,92.000 €,,,,"40,20 m²","1,5-sobno",1991,Prodam,"Podravska, Ptuj, Ptuj",,1.,4,2009,Balkon,,Skupna cena,05.09.2022. ob 16:51,do prodaje,3916 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ptuj-40.00-m2-oglas-9917470,9917470,,,,"46,10 m²",,1417
212,250.000 €,,,,"55,50 m²",3-sobno,1960,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,1.,13,2022,,,Skupna cena,05.09.2022. ob 16:02,do prodaje,4006 -krat,https://www.bolha.com/nepremicnine/center-55.00-m2-oglas-9917286,9917286,,,,,,G225
213,79.000 €,,,,"62,00 m²",3-sobno,1960,Prodam,"Podravska, Juršinci, Juršinci",V večstanovanjski stavbi,3.,3,2005,"Balkon, Zaprt balkon",,Skupna cena,05.09.2022. ob 15:50,Št. dni: 20 in 18 h,76 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-jursinci-62.00-m2-oglas-9917237,9917237,,2,Menjava za drugo nepremičnino ni možna,"80,00 m²",Ni možno izdati,
214,250.000 €,,,,"80,60 m²",4-sobno,1962,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",,1.,3,,,,Skupna cena,05.09.2022. ob 15:48,do prodaje,112 -krat,https://www.bolha.com/nepremicnine/vic-80.00-m2-oglas-9917232,9917232,,,,,,G226
215,185.972 €,,,,,3-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,05.09.2022. ob 15:12,do prodaje,95 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-3-sobno-prodaja-oglas-9917055,9917055,,2,Menjava za drugo nepremičnino ni možna,"56,17 m²",B1 (15 - 25 kWh/m2a),101215-190
216,255.536 €,,,,,4-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,05.09.2022. ob 15:12,do prodaje,41 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-4-sobno-prodaja-oglas-9917052,9917052,,2,Menjava za drugo nepremičnino ni možna,"79,43 m²",B1 (15 - 25 kWh/m2a),101227-27
217,316.916 €,,,,,4-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,05.09.2022. ob 15:12,do prodaje,42 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-4-sobno-prodaja-oglas-9917051,9917051,,2,Menjava za drugo nepremičnino ni možna,"100,85 m²",B1 (15 - 25 kWh/m2a),101241-14
218,353.995 €,,,,,3-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,05.09.2022. ob 15:12,do prodaje,41 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-3-sobno-prodaja-oglas-9917050,9917050,,2,Menjava za drugo nepremičnino ni možna,"107,25 m²",B1 (15 - 25 kWh/m2a),101227-26
219,154.613 €,,,,,1-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,05.09.2022. ob 15:12,do prodaje,88 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-1-sobno-prodaja-oglas-9917049,9917049,,1,Menjava za drugo nepremičnino ni možna,"40,81 m²",B1 (15 - 25 kWh/m2a),101241-13
220,380.745 €,,,,,4-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,05.09.2022. ob 15:11,do prodaje,37 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-4-sobno-prodaja-oglas-9917048,9917048,,3,Menjava za drugo nepremičnino ni možna,"118,30 m²",B1 (15 - 25 kWh/m2a),101199-165
221,349.309 €,,,,,4-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,05.09.2022. ob 15:11,do prodaje,40 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-4-sobno-prodaja-oglas-9917046,9917046,,2,Menjava za drugo nepremičnino ni možna,"106,58 m²",B1 (15 - 25 kWh/m2a),101215-191
222,288.075 €,,,,,3-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,05.09.2022. ob 15:11,do prodaje,45 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-3-sobno-prodaja-oglas-9917045,9917045,,2,Menjava za drugo nepremičnino ni možna,"88,00 m²",B1 (15 - 25 kWh/m2a),101199-164
223,223.859 €,,,,,3-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,05.09.2022. ob 15:11,do prodaje,48 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-3-sobno-prodaja-oglas-9917044,9917044,,2,Menjava za drugo nepremičnino ni možna,"67,89 m²",B1 (15 - 25 kWh/m2a),101179-387
224,303.554 €,,,,,6 in večsobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,05.09.2022. ob 15:11,do prodaje,32 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-5-in-vecsobno-prodaja-oglas-9917042,9917042,,2,Menjava za drugo nepremičnino ni možna,"101,72 m²",B1 (15 - 25 kWh/m2a),101179-388
225,202.000 €,,,,"60,00 m²","2,5-sobno",2010,Prodam,"Savinjska, Celje, Nova vas",V večstanovanjski stavbi,2.,4,2018,Balkon,,Skupna cena,05.09.2022. ob 15:05,Št. dni: 20 in 17 h,126 -krat,https://www.bolha.com/nepremicnine/sodobno-opremljeno-stanovanje-z-mestom-v-garazi-v-celju-oglas-9917008,9917008,Popolnoma opremljeno,1,,"77,00 m²",EI v izdelavi,
226,124.000 €,,,,"52,60 m²",3-sobno,1988,Prodam,"Podravska, Maribor, Tezno",,8.,,2018,,,Skupna cena,05.09.2022. ob 14:28,do prodaje,280 -krat,https://www.bolha.com/nepremicnine/trisobno-stanovanje-maribor-tezno-52.00-m2-oglas-9916847,9916847,,,,"50,50 m²",EI v izdelavi,
227,169.000 €,,,,"78,60 m²",3-sobno,1900,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Pritličje,,,,,Skupna cena,05.09.2022. ob 14:19,do prodaje,795 -krat,https://www.bolha.com/nepremicnine/trisobno-staromescansko-stanovanje-maribor-center-78.00-m2-oglas-9692473,9692473,Popolnoma opremljeno,,,"84,00 m²",EI ni potrebna (334. člen EZ-1),
228,85.000 €,,,,"52,00 m²",2-sobno,1966,Prodam,"Posavska, Brežice, Dobova",,Pritličje,,2020,,,Skupna cena,05.09.2022. ob 14:02,Št. dni: 27 in 20 h,801 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-dobova-52.00-m2-oglas-9518210,9518210,,2,Menjava za drugo nepremičnino ni možna,,D (60 - 105 kWh/m2a),
229,135.000 €,,,,"77,30 m²","2,5-sobno",1890,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,4.,4,2009,Balkon,,Skupna cena,05.09.2022. ob 13:45,do prodaje,608 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-tabor-77.00-m2-oglas-9791707,9791707,Delno opremljeno,,,"77,30 m²",,
230,56.500 €,,,,"19,40 m²",Garsonjera,1959,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,6.,16,2020,,,Skupna cena,05.09.2022. ob 13:17,do prodaje,310 -krat,https://www.bolha.com/nepremicnine/taboru-prodamo-delno-obnovljeno-garsonjero-oglas-9916557,9916557,Delno opremljeno,,Menjava za drugo nepremičnino ni možna,"20,90 m²",D (60 - 105 kWh/m2a),
231,58.000 €,,,,"65,00 m²",2-sobno,1960,Prodam,"Savinjska, Zreče, Planina na Pohorju",V večstanovanjski stavbi,2.,3,2015,Balkon,,Skupna cena,05.09.2022. ob 12:37,Št. dni: 20 in 15 h,9731 -krat,https://www.bolha.com/nepremicnine/stanovanje-podravska-oplotnica-jurgovo-2-sobno-65.00-m2-prodam-oglas-2259374,2259374,Popolnoma opremljeno,2,Menjava za drugo nepremičnino ni možna,"60,00 m²",EI ni potrebna (334. člen EZ-1),
232,118.000 €,,,,,2-sobno,1963,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,3.,4,2018,Balkon,,Skupna cena,05.09.2022. ob 09:56,Št. dni: 20 in 12 h,542 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-pobrezje-44.00-m2-oglas-9915584,9915584,Popolnoma opremljeno,,,"51,90 m²",,
233,175.000 €,,,,,3-sobno,1957,Prodam,"Savinjska, Celje, Celje",,,,,,,Skupna cena,05.09.2022. ob 00:13,do prodaje,3927 -krat,https://www.bolha.com/nepremicnine/3-sobno-stanovanje-v-centru-celja-oglas-9913792,9913792,,,,,D (60 - 105 kWh/m2a),490281028-107
234,141.250 €,,,,,2-sobno,2008,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",,,,,,,Skupna cena,05.09.2022. ob 00:13,do prodaje,239 -krat,https://www.bolha.com/nepremicnine/prenovljeno-stanovanje-v-centru-slovenske-bistrice-oglas-9913791,9913791,,,,,D (60 - 105 kWh/m2a),490281026-187
235,95.000 €,,,,,2-sobno,1964,Prodam,"Savinjska, Celje, Celje",,,,,,,Skupna cena,05.09.2022. ob 00:13,do prodaje,329 -krat,https://www.bolha.com/nepremicnine/1-sobno-stanovanje-odlicni-lokaciji-v-celju-oglas-9913789,9913789,,,,,,490281026-188
236,178.000 €,,,,"49,20 m²",2-sobno,2005,Prodam,"Osrednjeslovenska, Ig, Ig",V večstanovanjski stavbi,1.,2,,Zaprt balkon,,Skupna cena,04.09.2022. ob 22:53,Št. dni: 20 in 1 h,164 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvosobno-ig-oglas-9913680,9913680,Popolnoma opremljeno,1,,"58,50 m²",D (60 - 105 kWh/m2a),
237,156.000 €,,,,"94,00 m²","4,5-sobno",1977,Prodam,"Osrednjeslovenska, Litija, Litija",V večstanovanjski stavbi,5.,5,2017,,,Skupna cena,04.09.2022. ob 22:02,Št. dni: 20,3563 -krat,https://www.bolha.com/nepremicnine/stanovanje-v-litiji-cesta-komandanta-staneta-oglas-9913537,9913537,Delno opremljeno,2,Menjava za drugo nepremičnino ni možna,"79,00 m²",EI v izdelavi,
238,160.000 €,,,,"65,00 m²","2,5-sobno",1991,Prodam,"Podravska, Maribor, Borštnikova ul.",V večstanovanjski stavbi,4.,4,2013,Balkon,,Skupna cena,04.09.2022. ob 16:59,Št. dni: 19 in 19 h,3784 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-borstnikova-ul-65.00-m2-oglas-9912198,9912198,Popolnoma opremljeno,,,"71,00 m²",,
239,265.000 €,,,,"103,00 m²",3-sobno,1954,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Polje",V večstanovanjski stavbi,2.,2,2011,Balkon,,Skupna cena,04.09.2022. ob 14:18,do prodaje,144 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-polje-103.00-m2-oglas-9911218,9911218,,,,"70,70 m²",,301
240,31.500 €,,,,"25,00 m²",Garsonjera,1915,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",V večstanovanjski stavbi,Pritličje,1,2012,,,Skupna cena,04.09.2022. ob 12:18,Št. dni: 19 in 15 h,2125 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-slovenska-bistrica-25.00-m2-oglas-9518186,9518186,Delno opremljeno,1,Menjava za drugo nepremičnino ni možna,"25,00 m²",EI ni potrebna (334. člen EZ-1),
241,90.000 €,,,,,3-sobno,1988,Prodam,"Podravska, Poljčane, Poljčane",V večstanovanjski stavbi,1.,3,2017,"Balkon, Zaprt balkon",,Skupna cena,04.09.2022. ob 11:01,Št. dni: 19 in 13 h,951 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-poljcane-oglas-9754183,9754183,Popolnoma opremljeno,,,"58,78 m²",,
242,Po dogovoru,,,,"80,00 m²",4-sobno,,Prodam,"Savinjska, Vojnik, Vojnik",V večstanovanjski stavbi,,,2000,Balkon,Vrt/dvorišče,Cena na m²,04.09.2022. ob 09:05,Št. dni: 19 in 11 h,196 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-vojnik-80.00-m2-oglas-9640782,9640782,,,,"90,00 m²",,
243,Po dogovoru,,,,"70,00 m²",2-sobno,,Prodam,"Savinjska, Vojnik, Vojnik",V večstanovanjski stavbi,,,,,Vrt/dvorišče,Skupna cena,04.09.2022. ob 09:04,Št. dni: 19 in 11 h,231 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-vojnik-70.00-m2-oglas-9640806,9640806,,,,"70,00 m²",,
244,119.900 €,,,,"60,00 m²",2-sobno,,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",V večstanovanjski stavbi,Pritličje,1,,,,Skupna cena,04.09.2022. ob 08:55,Št. dni: 19 in 11 h,4354 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-lenart-v-slovenskih-goricah-60.00-m2-oglas-9300555,9300555,,1,Menjava za drugo nepremičnino ni možna,"60,00 m²",A1 (0 - 10 kWh/m2a),
245,103.000 €,,,,"65,00 m²",3-sobno,1975,Prodam,"Podravska, Ormož, Hardek",V večstanovanjski stavbi,2.,4,2019,Balkon,,Skupna cena,03.09.2022. ob 21:36,Št. dni: 19,439 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ormoz-65.00-m2-oglas-9908100,9908100,Popolnoma opremljeno,2,Možna menjava za drugo nepremičnino,"65,00 m²",B1 (15 - 25 kWh/m2a),
246,48.000 €,,,,"51,20 m²",2-sobno,1874,Prodam,"Zasavska, Trbovlje, Trbovlje",V večstanovanjski stavbi,1.,2,2004,Balkon,,Skupna cena,03.09.2022. ob 21:10,Št. dni: 18 in 23 h,140 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-trbovlje-51.20-m2-oglas-9908018,9908018,Neopremljeno,brez pripadajočega parkirišča,,,,
247,239.000 €,,,,"118,23 m²",6 in večsobno,1910,Prodam,"Podravska, Maribor, Koroška vrata",V večstanovanjski stavbi,1.,2,2016,,,Skupna cena,03.09.2022. ob 20:57,Št. dni: 18 in 23 h,1977 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-kalvarijo-118.23-m2-oglas-9907991,9907991,,,,"145,57 m²",EI v izdelavi,
248,259.000 €,,,,"67,80 m²","2,5-sobno",1963,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rožna dolina",V večstanovanjski stavbi,4.,4,2020,Balkon,,Skupna cena,03.09.2022. ob 20:15,Št. dni: 18 in 23 h,4505 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-postojnska-ul-25-obrobje-rozne-doline-68.00-m2-oglas-9013659,9013659,Delno opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"67,80 m²",C (35 - 60 kWh/m2a),
249,109.000 €,,,,"63,00 m²","2,5-sobno",1959,Prodam,"Podravska, Ptuj, Ptuj",,3.,,2000,Balkon,,Skupna cena,03.09.2022. ob 19:43,Št. dni: 14 in 23 h,8087 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ptuj-63.00-m2-oglas-9602819,9602819,Delno opremljeno,,,,,
250,139.000 €,,,,"53,54 m²",2-sobno,1995,Prodam,"Podravska, Maribor, Radvanje",V večstanovanjski stavbi,2.,2,,,,Skupna cena,03.09.2022. ob 18:54,Št. dni: 18 in 21 h,3304 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-radvanje-53.54-m2-oglas-9907650,9907650,,1,,"53,54 m²",,
251,290.000 €,,,,"137,00 m²",4-sobno,1780,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,2,2017,Balkon,,Skupna cena,03.09.2022. ob 17:47,Št. dni: 18 in 20 h,301 -krat,https://www.bolha.com/nepremicnine/razgibano-stanovanje-z-balkonom-lentu-in-prekrasnim-razgledom-oglas-9907405,9907405,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,,C (35 - 60 kWh/m2a),
252,87.000 €,,,,"36,00 m²",1-sobno,1976,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,5.,5,2020,,,Skupna cena,03.09.2022. ob 15:12,do prodaje,264 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-enosobno-podravska-maribor-tabor-oglas-9906910,9906910,Neopremljeno,1,,"36,00 m²",,PS22901266859276NM
253,105.000 €,,,,"17,50 m²",Garsonjera,1959,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V večstanovanjski stavbi,,,,,,Skupna cena,03.09.2022. ob 15:11,do prodaje,202 -krat,https://www.bolha.com/nepremicnine/ljubljana-siska-stanovanje-garsonjera-prodaja-oglas-9906903,9906903,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"17,50 m²",EI v izdelavi,101240-10
254,113.000 €,,,,"79,00 m²",,1964,Prodam,"Jugovzhodna Slovenija, Trebnje, Mirna",V večstanovanjski stavbi,,,1997,,,Skupna cena,03.09.2022. ob 15:10,do prodaje,73 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-dolenjska-trebnje-mirna-oglas-9906896,9906896,,,,"79,00 m²",,KODA: P1083CT
255,72.000 €,,,,"24,00 m²",Garsonjera,1900,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,20,2010,,,Skupna cena,03.09.2022. ob 11:47,Št. dni: 18 in 14 h,229 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-center-24.00-m2-oglas-9906094,9906094,Popolnoma opremljeno,,,"24,00 m²",,
256,137.000 €,,,,"74,60 m²","3,5-sobno",1958,Prodam,"Podravska, Maribor, Koroška vrata",V večstanovanjski stavbi,,5,2015,Balkon,,Skupna cena,03.09.2022. ob 09:11,do prodaje,724 -krat,https://www.bolha.com/nepremicnine/maribor-koroska-vrata-stanovanje-3.5-sobno-prodaja-oglas-9905575,9905575,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"82,40 m²",C (35 - 60 kWh/m2a),107220-63
257,69.999 €,,,,"42,00 m²",1-sobno,1950,Prodam,"Podravska, Kidričevo, Kidričevo",V večstanovanjski stavbi,4.,4,,,,Skupna cena,02.09.2022. ob 18:32,Št. dni: 17 in 21 h,1411 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-kidricevo-42.00-m2-oglas-9903981,9903981,Popolnoma opremljeno,,,"47,00 m²",,
258,80.000 €,,,,,1-sobno,,Prodam,"Podravska, Maribor, Tabor",,2.,5,,Balkon,,Skupna cena,02.09.2022. ob 18:30,Št. dni: 17 in 21 h,1145 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-tabor-oglas-9617578,9617578,,,,"43,00 m²",,
259,139.000 €,,,,,"2,5-sobno",,Prodam,"Podravska, Maribor, Radvanje",,,,,,,Skupna cena,02.09.2022. ob 15:40,Št. dni: 17 in 18 h,390 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-radvanje-oglas-9903373,9903373,,,Menjava za drugo nepremičnino ni možna,,,
260,259.000 €,,,,"127,00 m²",3-sobno,1910,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,2,2012,,,Skupna cena,02.09.2022. ob 15:12,do prodaje,385 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-triinpolsobno-podravska-maribor-center-oglas-9903278,9903278,Popolnoma opremljeno,,,"127,00 m²",,PS4647516AB-1
261,297.000 €,,,,"61,00 m²",3-sobno,1900,Prodam,"Obalno-kraška, Piran, Piran",V večstanovanjski stavbi,4.,,1994,,,Skupna cena,02.09.2022. ob 15:12,do prodaje,1088 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-juzna-primorska-piran-pirano-piran-oglas-9903275,9903275,,,,"61,00 m²",,PS22901266859303SR
262,163.000 €,,,,,"2,5-sobno",1910,Prodam,"Podravska, Maribor, Studenci",,,,,,,Skupna cena,02.09.2022. ob 15:11,do prodaje,702 -krat,https://www.bolha.com/nepremicnine/v-celoti-obnovljeno-2.5-sobno-stanovanje-z-balkonom-studencih-mar-oglas-9903251,9903251,,,,,D (60 - 105 kWh/m2a),8903
263,120.000 €,,,,,2-sobno,1948,Prodam,"Podravska, Maribor, Tezno",V večstanovanjski stavbi,,2,,Balkon,Vrt/dvorišče,Skupna cena,02.09.2022. ob 15:11,do prodaje,379 -krat,https://www.bolha.com/nepremicnine/maribor-tezno-stanovanje-2-sobno-prodaja-oglas-9903250,9903250,,1,Menjava za drugo nepremičnino ni možna,"59,50 m²",C (35 - 60 kWh/m2a),100229-23
264,140.000 €,,,,"45,60 m²",2-sobno,1960,Prodam,"Goriška, Nova Gorica, Nova Gorica",,,,,,,Skupna cena,02.09.2022. ob 15:11,do prodaje,252 -krat,https://www.bolha.com/nepremicnine/stanovanje-dvosobno-stanovanje-gorica-140.000.00-oglas-9903246,9903246,,,,"45,60 m²",G (210+ kWh/m2a),4787-S-2022
265,115.000 €,,,,"72,00 m²",2-sobno,1900,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,2,2015,,,Skupna cena,02.09.2022. ob 15:10,do prodaje,425 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvosobno-podravska-maribor-center-oglas-9903244,9903244,Neopremljeno,,,"72,00 m²",,2009
266,154.900 €,,,,"75,40 m²",3-sobno,1980,Prodam,"Podravska, Maribor, Betnava",V večstanovanjski stavbi,6.,8,,,,Skupna cena,02.09.2022. ob 15:01,do prodaje,433 -krat,https://www.bolha.com/nepremicnine/obnovljeno-3-sobno-stanovanje-podravska-maribor-oglas-9903205,9903205,Popolnoma opremljeno,,,"79,80 m²",B1 (15 - 25 kWh/m2a),02148-214
267,"554.794,89 €",,,,"81,13 m²",4-sobno,2023,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V večstanovanjski stavbi,1.,3,,"Balkon, Terasa, Loža",,Skupna cena,02.09.2022. ob 09:28,do prodaje,106 -krat,https://www.bolha.com/nepremicnine/premium-stanovanje-london-s10-rudnik-oglas-9855594,9855594,Neopremljeno,,,"102,87 m²",EI v izdelavi,
268,"280.404,32 €",,,,"38,84 m²",Garsonjera,2023,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V večstanovanjski stavbi,1.,3,,"Balkon, Terasa, Loža",,Skupna cena,02.09.2022. ob 09:28,do prodaje,102 -krat,https://www.bolha.com/nepremicnine/premium-stanovanje-london-s10-rudnik-oglas-9855563,9855563,Neopremljeno,,,"50,15 m²",EI v izdelavi,
269,"328.116,75 €",,,,"51,68 m²",3-sobno,2023,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V večstanovanjski stavbi,1.,3,,"Balkon, Terasa, Loža",,Skupna cena,02.09.2022. ob 09:28,do prodaje,140 -krat,https://www.bolha.com/nepremicnine/premium-stanovanje-london-s10-rudnik-oglas-9832754,9832754,Neopremljeno,,,"62,68 m²",EI v izdelavi,
270,Po dogovoru,,,,,Drugo,,Prodam,"Podravska, Miklavž na Dravskem polju, Miklavž na Dravskem polju",,,,,,,Skupna cena,02.09.2022. ob 09:28,Št. dni: 17 in 12 h,379 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-miklavz-dravskem-polju-oglas-9378365,9378365,,,,,,
271,119.000 €,,,,"51,00 m²",Drugo,1905,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,2,2015,Balkon,Vrt/dvorišče,Skupna cena,02.09.2022. ob 07:35,Št. dni: 17 in 10 h,8343 -krat,https://www.bolha.com/nepremicnine/stanovanje-podravska-maribor-center-maribor-center-3-sobno-pr-oglas-1452298,1452298,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"61,99 m²",EI ni potrebna (334. člen EZ-1),
272,273.000 €,,,,"79,50 m²",3-sobno,2012,Prodam,"Osrednjeslovenska, Škofljica, Lavrica",,,3,,Balkon,,Skupna cena,02.09.2022. ob 00:18,do prodaje,397 -krat,https://www.bolha.com/nepremicnine/skofljica-lavrica-stanovanje-3-sobno-prodaja-oglas-9900725,9900725,Delno opremljeno,2,Menjava za drugo nepremičnino ni možna,"100,00 m²",C (35 - 60 kWh/m2a),101199-163
